session_date,ts,symbol,setup_type,predicted_r,gate_reject_reason,stage
2025-01-02,2025-01-02T09:15:00,NSE:RADHIKAJWE,resistance_bounce_short,0.5159932374954224,,admitted
2025-01-02,2025-01-02T09:15:00,NSE:RADHIKAJWE,premium_zone_short,0.6836922764778137,dedup:cooloff bars_gap=0<6,dedup
2025-01-02,2025-01-02T09:15:00,NSE:KITEX,premium_zone_short,-0.020809905603528023,conviction:below_threshold predicted_r=-0.021<0.3,conviction
2025-01-02,2025-01-02T09:15:00,NSE:SUBEXLTD,discount_zone_long,,rule_filter:no_matching_survivor_rule,rule_filter
2025-01-02,2025-01-02T09:20:00,NSE:RAMRAT,premium_zone_short,0.1565450131893158,conviction:below_threshold predicted_r=0.157<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:SDBL,premium_zone_short,-0.30206969380378723,conviction:below_threshold predicted_r=-0.302<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:VAKRANGEE,premium_zone_short,0.026705296710133553,conviction:below_threshold predicted_r=0.027<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:OLAELEC,premium_zone_short,0.26974982023239136,conviction:below_threshold predicted_r=0.270<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:GMBREW,premium_zone_short,0.39919513463974,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:ISGEC,premium_zone_short,-0.05601857975125313,conviction:below_threshold predicted_r=-0.056<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:BALUFORGE,premium_zone_short,0.36904725432395935,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:ANANTRAJ,premium_zone_short,0.15981820225715637,conviction:below_threshold predicted_r=0.160<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:VENKEYS,premium_zone_short,0.44771939516067505,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:STERTOOLS,premium_zone_short,0.07577161490917206,conviction:below_threshold predicted_r=0.076<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:DSSL,premium_zone_short,-0.06468074023723602,conviction:below_threshold predicted_r=-0.065<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:AWFIS,premium_zone_short,0.5231305956840515,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:SAMMAANCAP,premium_zone_short,-0.12966801226139069,conviction:below_threshold predicted_r=-0.130<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:FACT,premium_zone_short,0.41592103242874146,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:LUMAXTECH,premium_zone_short,0.37759900093078613,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:HINDOILEXP,premium_zone_short,-0.032596491277217865,conviction:below_threshold predicted_r=-0.033<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:HONDAPOWER,premium_zone_short,0.30586618185043335,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:TBZ,premium_zone_short,0.5114824175834656,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:ARKADE,premium_zone_short,0.07210546731948853,conviction:below_threshold predicted_r=0.072<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:GRAPHITE,premium_zone_short,0.5464099049568176,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:KIOCL,premium_zone_short,0.24872137606143951,conviction:below_threshold predicted_r=0.249<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:SPLPETRO,premium_zone_short,0.6573448777198792,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:TI,premium_zone_short,0.5927560925483704,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:IMFA,order_block_short,,rule_filter:no_matching_survivor_rule,rule_filter
2025-01-02,2025-01-02T09:20:00,NSE:MVGJL,premium_zone_short,0.20857743918895721,conviction:below_threshold predicted_r=0.209<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:GOACARBON,premium_zone_short,0.003339939983561635,conviction:below_threshold predicted_r=0.003<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:ECOSMOBLTY,premium_zone_short,0.09958399832248688,conviction:below_threshold predicted_r=0.100<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:KPIGREEN,premium_zone_short,0.38000062108039856,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:MUFIN,premium_zone_short,0.5902062058448792,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:RBZJEWEL,premium_zone_short,0.26824086904525757,conviction:below_threshold predicted_r=0.268<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:HUDCO,premium_zone_short,0.7493680715560913,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:EPIGRAL,premium_zone_short,0.6028182506561279,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:UNIMECH,premium_zone_short,-0.01547783799469471,conviction:below_threshold predicted_r=-0.015<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:NSIL,premium_zone_short,0.28906846046447754,conviction:below_threshold predicted_r=0.289<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:GLOBUSSPR,premium_zone_short,0.6727368235588074,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:EIMCOELECO,premium_zone_short,-0.21069762110710144,conviction:below_threshold predicted_r=-0.211<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:AVANTIFEED,premium_zone_short,0.24439702928066254,conviction:below_threshold predicted_r=0.244<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:REDINGTON,premium_zone_short,0.10246434062719345,conviction:below_threshold predicted_r=0.102<0.3,conviction
2025-01-02,2025-01-02T09:20:00,NSE:EKC,premium_zone_short,0.3961111009120941,,admitted
2025-01-02,2025-01-02T09:20:00,NSE:YASHO,premium_zone_short,,cross_sectional:f2_crowded_count=40>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:CHOLAFIN,premium_zone_short,,cross_sectional:f2_crowded_count=41>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:ANDHRSUGAR,premium_zone_short,,cross_sectional:f2_crowded_count=42>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:GICHSGFIN,premium_zone_short,,cross_sectional:f2_crowded_count=43>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:KPRMILL,premium_zone_short,,cross_sectional:f2_crowded_count=44>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:IGL,premium_zone_short,,cross_sectional:f2_crowded_count=45>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:ZUARIIND,premium_zone_short,,cross_sectional:f2_crowded_count=46>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:SWANCORP,premium_zone_short,,cross_sectional:f2_crowded_count=47>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:GNA,premium_zone_short,,cross_sectional:f2_crowded_count=48>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:ANUP,premium_zone_short,,cross_sectional:f2_crowded_count=49>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:DYCL,premium_zone_short,,cross_sectional:f2_crowded_count=50>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:NORTHARC,premium_zone_short,,cross_sectional:f2_crowded_count=51>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:PRINCEPIPE,premium_zone_short,,cross_sectional:f2_crowded_count=52>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:LXCHEM,premium_zone_short,,cross_sectional:f2_crowded_count=53>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:OIL,premium_zone_short,,cross_sectional:f2_crowded_count=54>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:LUXIND,premium_zone_short,,cross_sectional:f2_crowded_count=55>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:GIPCL,premium_zone_short,,cross_sectional:f2_crowded_count=56>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:MAYURUNIQ,premium_zone_short,,cross_sectional:f2_crowded_count=57>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:JISLJALEQS,premium_zone_short,,cross_sectional:f2_crowded_count=58>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:CREDITACC,premium_zone_short,,cross_sectional:f2_crowded_count=59>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:ELECTCAST,premium_zone_short,,cross_sectional:f2_crowded_count=60>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:ENTERO,premium_zone_short,,cross_sectional:f2_crowded_count=61>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:MTARTECH,premium_zone_short,,cross_sectional:f2_crowded_count=62>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:TALBROAUTO,premium_zone_short,,cross_sectional:f2_crowded_count=63>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:TCPLPACK,premium_zone_short,,cross_sectional:f2_crowded_count=64>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:CGCL,premium_zone_short,,cross_sectional:f2_crowded_count=65>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:STEELCAS,premium_zone_short,,cross_sectional:f2_crowded_count=66>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:MONTECARLO,premium_zone_short,,cross_sectional:f2_crowded_count=67>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:SUNDARMFIN,premium_zone_short,,cross_sectional:f2_crowded_count=68>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:SHARDACROP,premium_zone_short,,cross_sectional:f2_crowded_count=69>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:BEML,premium_zone_short,,cross_sectional:f2_crowded_count=70>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:CHALET,premium_zone_short,,cross_sectional:f2_crowded_count=71>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:GANECOS,premium_zone_short,,cross_sectional:f2_crowded_count=72>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:GHCL,premium_zone_short,,cross_sectional:f2_crowded_count=73>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:TARIL,premium_zone_short,,cross_sectional:f2_crowded_count=74>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:SATIA,premium_zone_short,,cross_sectional:f2_crowded_count=75>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:NETWORK18,premium_zone_short,,cross_sectional:f2_crowded_count=76>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:BAJFINANCE,premium_zone_short,,cross_sectional:f2_crowded_count=77>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:CEATLTD,premium_zone_short,,cross_sectional:f2_crowded_count=78>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:JYOTICNC,premium_zone_short,,cross_sectional:f2_crowded_count=79>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:OPTIEMUS,premium_zone_short,,cross_sectional:f2_crowded_count=80>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:SCI,premium_zone_short,,cross_sectional:f2_crowded_count=81>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:SHRIRAMFIN,premium_zone_short,,cross_sectional:f2_crowded_count=82>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:TARC,premium_zone_short,,cross_sectional:f2_crowded_count=83>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:NARMADA,premium_zone_short,,cross_sectional:f2_crowded_count=84>=40,cross_sectional
2025-01-02,2025-01-02T09:20:00,NSE:JMFINANCIL,premium_zone_short,,cross_sectional:f2_crowded_count=85>=40,cross_sectional
