T1_entry_date,symbol,cap_segment,side,iv_rank,trigger_ts,entry_ts,entry_price,hard_sl,t1_target,t2_target,hit_t1,exit_ts,exit_price,exit_reason,stop_distance,qty,realized_pnl,fee,net_pnl
2023-09-15,NSE:ULTRACEMCO,large_cap,LONG,0.08095619957803829,2023-09-15 11:00:00,2023-09-15 11:05:00,8701.0,8613.99,8788.01,8875.02,False,2023-09-15 15:10:00,8721.15,time_stop,87.01000000000022,11,221.649999999996,81.22311487190001,140.426885128096
2023-09-29,NSE:ULTRACEMCO,large_cap,LONG,0.13294441885595723,2023-09-29 11:00:00,2023-09-29 11:05:00,8188.9,8107.0109999999995,8270.789,8352.678,True,2023-09-29 15:10:00,8260.0695,time_stop,81.88900000000012,12,854.0340000000106,104.98691677340399,749.0470832266066
2023-10-10,NSE:ULTRACEMCO,large_cap,LONG,0.16195041000212057,2023-10-10 11:00:00,2023-10-10 11:05:00,8156.25,8074.6875,8237.8125,8319.375,False,2023-10-10 15:10:00,8155.5,time_stop,81.5625,12,-9.0,81.924637846,-90.924637846
2023-10-27,NSE:ULTRACEMCO,large_cap,LONG,0.003964011401108772,2023-10-27 11:00:00,2023-10-27 11:05:00,8205.6,8123.544,8287.656,8369.712000000001,False,2023-10-27 15:10:00,8206.2,time_stop,82.0560000000005,12,7.200000000004366,82.1394134896,-74.93941348959564
2023-11-03,NSE:ULTRACEMCO,large_cap,LONG,0.0,2023-11-03 11:00:00,2023-11-03 11:05:00,8490.6,8405.694,8575.506000000001,8660.412000000002,False,2023-11-03 15:10:00,8522.75,time_stop,84.90600000000086,11,353.649999999996,80.4398755711,273.210124428896
2023-11-16,NSE:ULTRACEMCO,large_cap,LONG,0.036585205637144354,2023-11-16 11:00:00,2023-11-16 11:05:00,8780.25,8692.4475,8868.0525,8955.855,False,2023-11-16 15:10:00,8758.15,time_stop,87.80249999999978,11,-243.100000000004,81.3988502944,-324.498850294404
2023-11-29,NSE:ULTRACEMCO,large_cap,SHORT,0.8169834199439513,2023-11-29 11:00:00,2023-11-29 11:05:00,8741.3,8828.713,8653.886999999999,8566.473999999998,False,2023-11-29 15:10:00,8730.4,time_stop,87.41300000000047,11,119.899999999996,81.3086175122,38.591382487796
2023-12-04,NSE:ULTRACEMCO,large_cap,LONG,0.1715763139441951,2023-12-04 11:00:00,2023-12-04 11:05:00,9129.65,9038.3535,9220.9465,9312.243,True,2023-12-04 14:40:00,9266.59475,t2,91.29650000000038,10,1369.4475000000057,97.90938760118499,1271.5381123988207
2023-12-07,NSE:ULTRACEMCO,large_cap,LONG,0.17542452125967392,2023-12-07 11:00:00,2023-12-07 11:05:00,9327.0,9233.73,9420.27,9513.54,False,2023-12-07 15:10:00,9363.5,time_stop,93.27000000000044,10,365.0,80.39821843,284.60178157
2023-12-18,NSE:ULTRACEMCO,large_cap,LONG,0.177426099222822,2023-12-18 11:00:00,2023-12-18 11:05:00,9975.15,9875.3985,10074.9015,10174.653,False,2023-12-18 15:10:00,9970.1,time_stop,99.7515000000003,10,-50.499999999992724,82.57851521500002,-133.07851521499276
2023-12-22,NSE:ULTRACEMCO,large_cap,LONG,0.13698658836020222,2023-12-22 11:00:00,2023-12-22 11:05:00,9963.35,9863.7165,10062.9835,10162.617,False,2023-12-22 15:10:00,9960.85,time_stop,99.63349999999991,10,-25.0,82.543976252,-107.543976252
2023-12-28,NSE:ULTRACEMCO,large_cap,SHORT,1.0,2023-12-28 11:00:00,2023-12-28 11:05:00,10377.05,10480.8205,10273.279499999999,10169.508999999998,False,2023-12-28 15:10:00,10419.75,time_stop,103.77050000000054,9,-384.30000000000655,80.3630209072,-464.66302090720654
2024-01-16,NSE:ULTRACEMCO,large_cap,LONG,0.09185113519197319,2024-01-16 11:00:00,2024-01-16 11:05:00,10033.0,9932.67,10133.33,10233.66,False,2024-01-16 13:05:00,9932.67,stop,100.32999999999993,9,-902.9699999999993,78.97894016818,-981.9489401681793
2024-01-24,NSE:ULTRACEMCO,large_cap,LONG,0.1759004231795878,2024-01-24 11:00:00,2024-01-24 11:05:00,10007.7,9907.623000000001,10107.777,10207.854,False,2024-01-24 12:00:00,9907.623000000001,stop,100.07699999999932,9,-900.6929999999938,78.898803899242,-979.5918038992359
2024-01-29,NSE:ULTRACEMCO,large_cap,LONG,0.042971280124109494,2024-01-29 11:00:00,2024-01-29 11:05:00,10207.4,10105.326,10309.474,10411.548,False,2024-01-29 15:10:00,10273.55,time_stop,102.07400000000052,9,595.3499999999967,79.96647924130002,515.3835207586967
2024-01-31,NSE:ULTRACEMCO,large_cap,LONG,0.05501641042600238,2024-01-31 11:00:00,2024-01-31 11:05:00,10117.25,10016.0775,10218.4225,10319.595000000001,False,2024-01-31 15:10:00,10169.7,time_stop,101.17250000000058,9,472.05000000000655,79.64316536530002,392.4068346347065
2024-02-06,NSE:ULTRACEMCO,large_cap,LONG,0.05566125969676374,2024-02-06 11:00:00,2024-02-06 11:05:00,10024.95,9924.7005,10125.1995,10225.449,False,2024-02-06 15:10:00,10036.75,time_stop,100.2494999999999,9,106.19999999999345,79.2432755518,26.956724448193455
2024-03-01,NSE:ULTRACEMCO,large_cap,LONG,0.05294910746055287,2024-03-01 11:00:00,2024-03-01 11:05:00,10078.3,9977.517,10179.082999999999,10279.865999999998,True,2024-03-01 15:10:00,10147.953555555556,time_stop,100.78299999999945,9,626.8819999999978,96.804129492492,530.0778705075058
2024-03-07,NSE:ULTRACEMCO,large_cap,LONG,0.05108687794849829,2024-03-07 11:00:00,2024-03-07 11:05:00,9647.8,9551.321999999998,9744.278,9840.756000000001,False,2024-03-07 15:10:00,9673.95,time_stop,96.47800000000097,10,261.50000000001455,81.50670880500002,179.99329119501454
2024-03-21,NSE:ULTRACEMCO,large_cap,LONG,0.0381707224831701,2024-03-21 11:00:00,2024-03-21 11:05:00,9605.0,9508.95,9701.05,9797.099999999999,False,2024-03-21 15:10:00,9606.85,time_stop,96.04999999999927,10,18.500000000003638,81.285009611,-62.78500961099637
2024-03-22,NSE:ULTRACEMCO,large_cap,LONG,0.02172672443380166,2024-03-22 11:00:00,2024-03-22 11:05:00,9653.0,9556.47,9749.53,9846.060000000001,True,2024-03-22 15:10:00,9708.765,time_stop,96.53000000000065,10,557.6500000000033,102.9509224159,454.6990775841033
2024-03-27,NSE:ULTRACEMCO,large_cap,LONG,0.04623051120849967,2024-03-27 11:00:00,2024-03-27 11:05:00,9697.15,9600.1785,9794.1215,9891.092999999999,False,2024-03-27 15:10:00,9621.35,time_stop,96.97149999999965,10,-757.9999999999927,81.38879811,-839.3887981099928
2024-04-08,NSE:ULTRACEMCO,large_cap,LONG,0.05644390927666251,2024-04-08 11:00:00,2024-04-08 11:05:00,9867.0,9768.33,9965.67,10064.34,False,2024-04-08 15:10:00,9860.0,time_stop,98.67000000000007,10,-70.0,82.18918162000001,-152.18918162
2024-04-10,NSE:ULTRACEMCO,large_cap,LONG,0.05750109500014637,2024-04-10 11:00:00,2024-04-10 11:05:00,9831.0,9732.69,9929.31,10027.619999999999,False,2024-04-10 15:10:00,9817.4,time_stop,98.30999999999949,10,-136.00000000000364,82.04248050399998,-218.0424805040036
