T0_session_date,sector,leader_symbol,laggard_symbol,leader_cap,laggard_cap,spread_at_entry_bps,spread_at_exit_bps,leader_entry_price,leader_exit_price,leader_qty,leader_realized_pnl,leader_fee,laggard_entry_price,laggard_exit_price,laggard_qty,laggard_realized_pnl,laggard_fee,fee_total,realized_pnl,net_pnl,exit_ts,exit_reason,hit_t1,yyyymm
2023-03-28,NSE_NIFTY_AUTO,NSE:BOSCHLTD,NSE:MOTHERSON,large_cap,large_cap,248.46505605808255,316.3116977130287,18523.7,18540.0,2,-32.599999999998545,39.388159124400005,42.14,41.88716,1186,-299.8682399999989,52.92492336013456,92.31308248453456,-332.4682399999974,-424.781322484532,2023-03-28 11:15:00,stop_laggard_long,False,2023-03
2023-04-10,NSE_NIFTY_AUTO,NSE:BAJAJ-AUTO,NSE:MOTHERSON,unknown,large_cap,150.69409514795407,215.16210688219405,4063.0,4065.0,12,-24.0,51.828575615999995,45.07,44.79958,1109,-299.8957800000016,52.92978400289332,104.75835961889331,-323.8957800000016,-428.6541396188949,2023-04-10 11:20:00,stop_laggard_long,False,2023-04
2023-04-13,NSE_NIFTY_AUTO,NSE:BAJAJ-AUTO,NSE:MOTHERSON,unknown,large_cap,147.59915060935657,212.3217524270138,4277.55,4279.8,11,-24.75,50.0189759751,45.5,45.227,1098,-299.75400000000354,52.90476069387599,102.92373666897599,-324.50400000000354,-427.42773666897955,2023-04-13 12:15:00,stop_laggard_long,False,2023-04
2023-04-18,NSE_NIFTY_AUTO,NSE:MOTHERSON,NSE:BAJAJ-AUTO,large_cap,unknown,92.69709510507651,60.19169073864572,46.04,45.87,1086,184.62000000000185,53.062204849560004,4199.15,4201.0,11,20.350000000004002,49.10502971989999,102.16723456945999,204.97000000000585,102.80276543054586,2023-04-18 14:30:00,hard_time,False,2023-04
2023-04-25,NSE_NIFTY_AUTO,NSE:ASHOKLEY,NSE:TMPV,large_cap,unknown,130.10048798626772,167.58774074583593,66.8,67.2008,748,-299.79840000000286,53.231226361350394,474.0,475.15,105,120.74999999999761,52.973603014499986,106.20482937585038,-179.04840000000524,-285.25322937585565,2023-04-25 11:45:00,stop_leader_short,False,2023-04
2023-04-27,NSE_NIFTY_AUTO,NSE:TIINDIA,NSE:TMPV,large_cap,unknown,177.38158475546274,69.43374158006944,2567.65,2540.65,19,513.0,51.6334741262,480.0,480.25,104,26.0,53.072251595999994,104.70572572219999,539.0,434.2942742778,2023-04-27 14:30:00,hard_time,False,2023-04
2023-05-02,NSE_NIFTY_AUTO,NSE:MARUTI,NSE:TMPV,large_cap,unknown,178.86917475507968,228.04601674661583,8705.45,8757.682700000001,5,-261.1635000000024,46.371339492881,478.5,479.05,104,57.20000000000118,52.9264647912,99.297804284081,-203.9635000000012,-303.2613042840822,2023-05-02 11:45:00,stop_leader_short,False,2023-05
2023-05-03,NSE_NIFTY_AUTO,NSE:SONACOMS,NSE:TIINDIA,large_cap,large_cap,207.98093329675194,58.85355372142076,492.65,489.1,101,358.5499999999954,52.7319323905,2552.35,2571.9,19,371.45000000000346,51.7789462145,104.510878605,729.9999999999989,625.4891213949988,2023-05-03 14:30:00,hard_time,False,2023-05
2023-05-04,NSE_NIFTY_AUTO,NSE:TIINDIA,NSE:SONACOMS,large_cap,large_cap,253.68379802790164,127.01248566354684,2560.0,2553.05,19,132.04999999999654,51.6395290177,492.45,497.45,101,505.0,53.185468739399994,104.8249977571,637.0499999999965,532.2250022428966,2023-05-04 14:30:00,hard_time,False,2023-05
2023-05-05,NSE_NIFTY_AUTO,NSE:SONACOMS,NSE:BOSCHLTD,large_cap,large_cap,135.62606309742264,34.26959315100176,507.8,499.95,98,769.3000000000022,52.566013856999994,19375.0,19258.75,2,-232.5,41.034838105,93.600851962,536.8000000000022,443.19914803800225,2023-05-05 11:55:00,stop_laggard_long,False,2023-05
2023-05-08,NSE_NIFTY_AUTO,NSE:SONACOMS,NSE:BHARATFORG,large_cap,large_cap,251.82929369788275,178.30067025020213,520.75,519.9,96,81.60000000000218,53.097710774399985,772.35,776.7,64,278.40000000000146,52.71378971520001,105.8115004896,360.00000000000364,254.18849951040363,2023-05-08 14:30:00,hard_time,False,2023-05
2023-05-09,NSE_NIFTY_AUTO,NSE:TIINDIA,NSE:SONACOMS,large_cap,large_cap,208.33888162080206,238.38392187624402,2690.05,2681.55,18,153.0,51.3978384528,524.2,521.0548,95,-298.7940000000043,52.73532652363599,104.13316497643599,-145.7940000000043,-249.92716497644028,2023-05-09 13:20:00,stop_laggard_long,False,2023-05
2023-05-10,NSE_NIFTY_AUTO,NSE:SONACOMS,NSE:BHARATFORG,large_cap,large_cap,163.97785836991918,169.04752815422697,531.95,533.5,93,-144.14999999999577,52.6394901111,774.2,776.1,64,121.59999999999854,52.7390541952,105.3785443063,-22.549999999997226,-127.92854430629723,2023-05-10 14:30:00,hard_time,False,2023-05
2023-05-11,NSE_NIFTY_AUTO,NSE:SONACOMS,NSE:BHARATFORG,large_cap,large_cap,85.59489317464752,-52.54339947829867,550.75,541.525,90,830.250000000002,52.33106147849999,778.0,775.375,64,-168.0,52.811778896,105.1428403745,662.250000000002,557.107159625502,2023-05-11 13:00:00,t2,True,2023-05
2023-05-12,NSE_NIFTY_AUTO,NSE:BHARATFORG,NSE:SONACOMS,large_cap,large_cap,351.8218623481795,429.5275303643731,770.7,775.3242,64,-295.9487999999983,52.54770393761281,543.15,542.1,92,-96.59999999999582,53.046543258,105.59424719561281,-392.5487999999941,-498.1430471956069,2023-05-12 12:50:00,stop_leader_short,False,2023-05
2023-05-15,NSE_NIFTY_AUTO,NSE:SONACOMS,NSE:BHARATFORG,large_cap,large_cap,191.66205308940755,255.43470739267215,547.15,550.4329,91,-298.7439000000037,53.0439927797234,760.0,759.95,65,-3.249999999997044,52.50082823049999,105.54482101022339,-301.99390000000074,-407.5387210102241,2023-05-15 11:55:00,stop_leader_short,False,2023-05
