T0_signal_date,T1_entry_date,symbol,cap_segment,side,side_total_cr,total_qty,t0_volume,vol_ratio_pct,client_names,t0_close,t1_first_open,gap_pct,entry_ts,entry_price,hard_sl,stop_distance,t1_target,t2_target,hit_t1,t1_exit_price,t1_exit_ts,exit_ts,exit_price,exit_reason,qty,realized_pnl,fee,net_pnl
2023-03-15,2023-03-16,NSE:HIKAL,small_cap,SHORT,18.2472,614385,2196068,27.976592710243946,CYBAGE SOFTWARE PRIVATE LIMITED,284.85,285.1,0.087765490609093,2023-03-16 09:25:00,294.0,298.40999999999997,4.409999999999968,289.59000000000003,285.18000000000006,False,,,2023-03-16 09:30:00,298.40999999999997,stop,226,-996.6599999999928,70.76348539196,-1067.423485391953
2024-06-26,2024-06-27,NSE:HNDFDS,mid_cap,SHORT,638.4021,12717173,3588276,354.40899752415925,INFINITY CONSUMER HOLDINGS / JWALAMUKHI INVESTMENT HOLDINGS / KONARK TRUST / SIXTH SENSE INDIA OPPORTUNITIES 11 / WESTBRIDGE AIF I,534.05,542.05,1.4979870798614403,2024-06-27 09:25:00,530.15,538.1022499999999,7.952249999999935,522.19775,514.2455000000001,False,,,2024-06-27 12:35:00,538.1022499999999,stop,125,-994.0312499999919,70.6390888954375,-1064.6703388954295
2024-08-28,2024-08-29,NSE:HNDFDS,mid_cap,SHORT,14.5811,255540,99309,257.3180678488355,INFINITY HOLDINGS,570.2,580.6,1.8239214310768137,2024-08-29 09:25:00,577.55,586.2132499999999,8.663249999999948,568.88675,560.2235000000001,False,,,2024-08-29 14:30:00,572.55,time_stop,115,575.0,70.347804669,504.65219533100003
2023-06-26,2023-06-27,NSE:INDNIPPON,small_cap,SHORT,61.9676,1414786,72583,1949.1974704820689,MAHLE ELECTRIC DRIVES JAPAN CORPORATION,442.1,442.0,-0.022619316896632657,2023-06-27 09:25:00,445.85,452.53774999999996,6.687749999999937,439.1622500000001,432.47450000000015,True,439.1622500000001,2023-06-27 10:45:00,2023-06-27 14:30:00,438.1745402684564,time_stop,149,1143.6434999999979,70.122416567039,1073.521083432959
2023-12-19,2023-12-20,NSE:JINDALSAW,mid_cap,SHORT,96.97659999999999,2260000,2708414,83.44366850858104,ALBULA INVESTMENT FUND LTD / CRESTA FUND LTD,219.4,221.0,0.7292616226071136,2023-12-20 09:25:00,222.5,225.83749999999998,3.3374999999999773,219.16250000000002,215.82500000000005,True,219.16250000000002,2023-12-20 09:35:00,2023-12-20 10:35:00,220.83683110367895,breakeven_trail,299,497.2874999999966,70.496665393775,426.7908346062216
2024-01-17,2024-01-18,NSE:JINDALSAW,mid_cap,SHORT,93.42,1800000,7777638,23.14327306053586,CRESTA FUND LTD,260.75,261.7,0.36433365292425357,2024-01-18 09:25:00,265.5,269.48249999999996,3.982499999999959,261.51750000000004,257.5350000000001,True,261.51750000000004,2024-01-18 09:35:00,2024-01-18 09:40:00,259.5183167330678,t2,251,1501.4024999999847,70.19362306408502,1431.2088769358998
2024-02-20,2024-02-21,NSE:JINDALSAW,mid_cap,SHORT,122.435,2350000,3810224,61.6761639210713,ERISKA INVESTMENT FUND LTD,268.55,270.95,0.8936883261962292,2024-02-21 09:25:00,272.0,276.08,4.079999999999984,267.92,263.84000000000003,True,267.92,2024-02-21 10:00:00,2024-02-21 10:35:00,265.87167346938776,t2,245,1501.4399999999941,70.19307585536,1431.2469241446342
2024-05-10,2024-05-13,NSE:JINDALSAW,mid_cap,SHORT,21.7875,415000,2101028,19.752235572300798,CRESTA FUND LTD,266.5,266.5,0.0,2024-05-13 09:25:00,264.5,268.4675,3.9674999999999727,260.5325,256.56500000000005,True,260.5325,2024-05-13 09:45:00,2024-05-13 14:30:00,261.26625,time_stop,252,814.9049999999966,70.49726519157,744.4077348084265
2024-05-16,2024-05-17,NSE:JINDALSAW,mid_cap,SHORT,108.29,2000000,2448046,81.69781123393923,CRESTA FUND LTD,272.15,274.8,0.9737277236818054,2024-05-17 09:25:00,279.3,283.48949999999996,4.189499999999953,275.11050000000006,270.9210000000001,True,275.11050000000006,2024-05-17 10:25:00,2024-05-17 14:30:00,274.95525000000004,time_stop,238,1034.0504999999944,70.21297211579702,963.8375278841974
2024-08-29,2024-08-30,NSE:JLHL,mid_cap,SHORT,26.2,200000,18414,1086.130118388183,BRINDHA RAGHAVAN / RAGHAVAN  VADAPATRA SAYEE,1326.0,1351.8,1.9457013574660564,2024-08-30 09:25:00,1328.2,1348.1229999999998,19.922999999999774,1308.2770000000003,1288.3540000000005,False,,,2024-08-30 10:10:00,1348.1229999999998,stop,50,-996.1499999999887,70.73935140690001,-1066.8893514068886
2023-01-31,2023-02-01,NSE:JTLIND,small_cap,SHORT,16.25,500000,636468,78.55854497005348,MOHINDER PAL,83.75,85.25,1.7910447761193993,2023-02-01 09:25:00,84.5,85.7675,1.2674999999999983,83.2325,81.965,True,83.2325,2023-02-01 10:55:00,2023-02-01 11:20:00,82.59875000000001,t2,788,1498.184999999998,70.13705568389,1428.047944316108
2024-08-05,2024-08-06,NSE:JUBLPHARMA,mid_cap,SHORT,119.5655,1405000,906404,155.00814206468638,EAST BRIDGE CAPITAL MASTER FUND LIMITED,840.0,841.0,0.11904761904761862,2024-08-06 09:25:00,849.95,862.69925,12.749249999999961,837.2007500000001,824.4515000000001,True,837.2007500000001,2024-08-06 11:50:00,2024-08-06 14:30:00,831.9503750000001,time_stop,78,1403.9707499999986,69.8686489353255,1334.1021010646732
2024-02-28,2024-02-29,NSE:KAMDHENU,small_cap,SHORT,29.07,500000,9115050,5.485433431522592,THREE DEE EXIM PRIVATE LIMITED,62.55,61.5,-1.6786570743405282,2024-02-29 09:25:00,61.8,62.72699999999999,0.9269999999999925,60.873000000000005,59.94600000000001,True,60.873000000000005,2024-02-29 09:40:00,2024-02-29 13:40:00,61.3365,breakeven_trail,1078,499.6529999999959,70.59440379268199,429.05859620731394
2023-10-19,2023-10-20,NSE:KIRIINDUS,small_cap,SHORT,30.818,1140350,170528,668.7171608181648,APMS INVESTMENT FUND LTD,273.5,275.4,0.6946983546617824,2023-10-20 09:25:00,273.8,277.907,4.106999999999971,269.69300000000004,265.58600000000007,False,,,2023-10-20 14:30:00,271.2,time_stop,243,631.8000000000055,70.44625161,561.3537483900055
2024-08-21,2024-08-22,NSE:KIRIINDUS,small_cap,SHORT,153.2057,4098052,987918,414.8170192262921,LOTUS GLOBAL INVESTMENTS LIMITED,363.8,368.6,1.319406267179768,2024-08-22 09:25:00,368.55,374.07824999999997,5.528249999999957,363.02175000000005,357.4935000000001,True,363.02175000000005,2024-08-22 10:50:00,2024-08-22 14:30:00,364.41087500000003,time_stop,180,745.0424999999962,70.191919888245,674.8505801117511
2023-03-08,2023-03-09,NSE:KIRLOSENG,mid_cap,SHORT,825.0602,25622987,7618815,336.31197239990735,AMBAR GAUTAM KULKARNI / JYOTSNA GAUTAM KULKARNI / NIHAL GAUTAM KULKARNI,390.05,394.8,1.2177925906935005,2023-03-09 09:25:00,393.45,399.3517499999999,5.901749999999936,387.54825000000005,381.6465000000001,False,,,2023-03-09 09:35:00,399.3517499999999,stop,169,-997.3957499999892,70.7983022145245,-1068.1940522145137
2024-09-03,2024-09-04,NSE:KPIGREEN,mid_cap,SHORT,13.9335,157157,639608,24.570830883916397,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,596.65,592.6,-0.6787899103326778,2024-09-04 09:25:00,592.05,600.9307499999999,8.88074999999992,583.16925,574.2885000000001,False,,,2024-09-04 09:30:00,600.9307499999999,stop,112,-994.6439999999911,70.66808516866399,-1065.3120851686551
