dims,k,cell,n,pf,wr,net,sharpe,n_months,win_mo_pct,lose_mo_pct,top_mo_pct
direction,1,direction=LONG,207104,0.6341875472795409,43.293224660074166,-42234822.32684067,-1.0962814678257924,24,0.0,100.0,6.2
direction,1,direction=SHORT,235300,0.9029364330066316,52.05269868253294,-10700120.218154201,-0.19021619470508025,24,20.8,79.2,12.9
cap_segment,1,cap_segment=large_cap,131489,0.7894250184634879,48.84210846534691,-13786589.949749883,-1.1044804495832543,24,0.0,100.0,7.1
cap_segment,1,cap_segment=mid_cap,139765,0.7770781991100891,48.319679461953996,-15814068.879491922,-1.1495913819807138,24,0.0,100.0,7.8
cap_segment,1,cap_segment=small_cap,171150,0.7386450776008389,46.96815658778849,-23334283.715753082,-1.2655421431099934,24,0.0,100.0,7.7
time_bucket,1,time_bucket=afternoon,36928,0.5843904619063333,40.0536178509532,-6729345.037297524,-1.5788939245730347,24,0.0,100.0,5.5
time_bucket,1,time_bucket=midsession,90767,0.7023171719809156,46.510295592010316,-14066839.667541195,-1.4379156858604503,24,0.0,100.0,5.7
time_bucket,1,time_bucket=morning,314709,0.8019148255916569,49.294745304392315,-32138757.840156153,-0.892935800200196,24,0.0,100.0,9.3
mother_size_bucket,1,mother_size_bucket=<0.5%,291616,0.742628536285483,47.78647262152968,-39153932.06142753,-1.633748593068462,24,0.0,100.0,6.8
mother_size_bucket,1,mother_size_bucket=0.5-1%,114283,0.8081660112576833,48.622279779144755,-10984500.547514958,-0.6860487768292188,24,0.0,100.0,10.5
mother_size_bucket,1,mother_size_bucket=1-2%,31815,0.8384648811808635,47.66933836240767,-2329803.1124518327,-0.3138777344649055,24,8.3,91.7,12.8
mother_size_bucket,1,mother_size_bucket=2-3%,3604,0.761120046641921,44.03440621531631,-358838.44176240405,-0.25881752404529074,24,8.3,91.7,12.1
mother_size_bucket,1,mother_size_bucket=3%+,1086,0.7143110590256703,43.18600368324125,-107868.3818381549,-0.1777033909735012,24,20.8,79.2,22.4
inside_pos_bucket,1,inside_pos_bucket=lower-third,319979,0.7944565655933329,48.93696148809766,-33113330.245546624,-0.9414638539033036,24,0.0,100.0,8.3
inside_pos_bucket,1,inside_pos_bucket=mid,105354,0.7080059444966598,45.91377641095735,-16137517.296688125,-1.4930601185603618,24,0.0,100.0,6.4
inside_pos_bucket,1,inside_pos_bucket=upper-third,17071,0.604929338122313,42.07134907152481,-3684095.0027601263,-1.1556110414294427,24,0.0,100.0,6.8
R_size_bucket,1,R_size_bucket=<0.5%,127073,0.7885077655802473,49.30709119954672,-13500905.923437456,-0.8142768728402998,24,0.0,100.0,6.5
R_size_bucket,1,R_size_bucket=0.5-1%,227363,0.7321729320543088,47.35203177297977,-32428627.757436134,-1.5715412607708417,24,0.0,100.0,7.6
R_size_bucket,1,R_size_bucket=1-2%,74034,0.8353571119109647,48.12113353324148,-5764794.039349444,-0.44648037607837027,24,4.2,95.8,14.0
R_size_bucket,1,R_size_bucket=2-3%,10376,0.8115347990305201,45.441403238242096,-828578.0082631654,-0.280191652230425,24,4.2,95.8,11.5
R_size_bucket,1,R_size_bucket=3%+,3558,0.6983321476208292,41.7088251826869,-412036.81650868285,-0.29841146859987344,24,8.3,91.7,13.3
dow,1,dow=Fri,87468,0.7466186269014121,47.617414368683406,-11448365.774623426,-1.5787492985767138,24,0.0,100.0,7.8
dow,1,dow=Mon,87089,0.759308121926942,47.699479842460015,-10645653.282798003,-1.3547093195890454,24,4.2,95.8,9.5
dow,1,dow=Sat,1806,0.50191612365059,38.261351052048724,-476927.1107147192,-6.856854489139247,3,0.0,100.0,36.7
dow,1,dow=Thu,89081,0.7583278484748437,48.03268935014201,-11004789.912604317,-1.3082423402588954,24,0.0,100.0,8.7
dow,1,dow=Tue,89445,0.7903314491656032,48.60305215495556,-9475940.590041574,-1.444485323650516,24,0.0,100.0,9.5
dow,1,dow=Wed,87515,0.7783672405368374,47.990630177683826,-9883265.874212844,-1.1266400682893785,24,8.3,91.7,8.9
month,1,month=Apr,31555,0.7566086033927577,47.66281096498178,-3911156.584402657,-2.3433747136264613,2,0.0,100.0,60.5
month,1,month=Aug,39454,0.767624130836099,47.774623612308005,-4706203.683113654,-1.6432876356228074,2,0.0,100.0,55.2
month,1,month=Dec,40141,0.7225438213180259,47.0117834632919,-5815340.907483835,-1.4494009389495994,2,0.0,100.0,68.8
month,1,month=Feb,34964,0.8069359300411523,48.85024596728063,-3383376.086550022,-1.22488891738429,2,0.0,100.0,62.6
month,1,month=Jan,36132,0.7811275862786884,48.59957932027012,-3964723.3746785466,-1.4505862075448244,2,0.0,100.0,54.8
month,1,month=Jul,39037,0.7572599658095142,47.82385941542639,-4840952.390531583,-1.7046509876410145,2,0.0,100.0,53.2
month,1,month=Jun,35302,0.7564398682328237,47.419409665174776,-4400952.574815108,-1.2192972566280096,2,0.0,100.0,56.6
month,1,month=Mar,33345,0.8432363016106258,49.683610736242315,-2590207.9759286973,-0.8255880821507201,2,0.0,100.0,60.5
month,1,month=May,37134,0.7660526529928021,47.80793881617924,-4381317.081350979,-1.4122466974006758,2,0.0,100.0,56.3
month,1,month=Nov,36273,0.7031152581093579,46.447771069390456,-5679705.090259359,-2.2096188499949334,2,0.0,100.0,62.1
month,1,month=Oct,40625,0.7786778360588914,48.54892307692308,-4583361.159623795,-1.0733953081086471,2,0.0,100.0,50.8
month,1,month=Sep,38442,0.7621903321251812,47.97357057385152,-4677645.636256646,-1.2202998136788408,2,0.0,100.0,54.2
quarter,1,quarter=Q1,104441,0.80947208805654,49.029595656878044,-9938307.437157266,-1.1407834023063972,6,0.0,100.0,21.8
quarter,1,quarter=Q2,103991,0.7598964581604102,47.63200661595715,-12693426.240568746,-1.4751115205577952,6,0.0,100.0,19.6
quarter,1,quarter=Q3,116933,0.7623861424601416,47.85646481318362,-14224801.709901882,-1.482111542625665,6,0.0,100.0,18.3
quarter,1,quarter=Q4,117039,0.7355503642855141,47.37053460812208,-16078407.157366991,-1.4458445277273564,6,0.0,100.0,24.9
entry_hour_bucket,1,entry_hour_bucket=09:00,132735,0.8366587659135285,49.917504802802576,-10842405.587855622,-0.43109451508064794,24,8.3,91.7,10.8
entry_hour_bucket,1,entry_hour_bucket=10:00,140814,0.7845460132576081,48.997968951950796,-15969025.821997212,-0.7564644123688941,24,0.0,100.0,9.7
entry_hour_bucket,1,entry_hour_bucket=11:00,72883,0.741497417693938,47.8767339434436,-9960346.304491505,-1.0117565045105656,24,0.0,100.0,6.9
entry_hour_bucket,1,entry_hour_bucket=12:00,43749,0.7019715663861894,46.524491988388306,-6766052.026204264,-1.1099396674761448,24,0.0,100.0,5.7
entry_hour_bucket,1,entry_hour_bucket=13:00,28183,0.6404182046757939,43.90944895859206,-5081390.134065882,-1.0774267058514877,24,0.0,100.0,5.7
entry_hour_bucket,1,entry_hour_bucket=14:00,20601,0.5810548121161387,39.920392213970196,-3689720.559251995,-1.2794081023263535,24,0.0,100.0,5.9
entry_hour_bucket,1,entry_hour_bucket=15:00,3439,0.3886880281887778,30.27042744984007,-626002.1111283964,-0.8738960994090377,24,0.0,100.0,6.7
"direction,cap_segment",2,direction=LONG | cap_segment=large_cap,63186,0.7123430323967093,46.19219447345931,-9517947.334633186,-0.7159983883125087,24,0.0,100.0,7.2
"direction,cap_segment",2,direction=LONG | cap_segment=mid_cap,65447,0.6446106493087512,43.597109111189205,-12911638.906163292,-1.0000407545682726,24,0.0,100.0,5.5
"direction,cap_segment",2,direction=LONG | cap_segment=small_cap,78471,0.5697884998290073,40.705483554434124,-19805236.086044203,-1.2671708807777036,24,0.0,100.0,6.2
"direction,cap_segment",2,direction=SHORT | cap_segment=large_cap,68303,0.8681839474329911,51.293501017524854,-4268642.615116698,-0.23579228096913973,24,8.3,91.7,8.5
"direction,cap_segment",2,direction=SHORT | cap_segment=mid_cap,74318,0.9161365939424069,52.4785381737937,-2902429.9733286286,-0.16207970395988916,24,20.8,79.2,18.2
"direction,cap_segment",2,direction=SHORT | cap_segment=small_cap,92679,0.9183958437630282,52.27074094455054,-3529047.629708876,-0.15249136972852,24,20.8,79.2,19.0
"direction,time_bucket",2,direction=LONG | time_bucket=afternoon,18043,0.5228735615709795,36.911821759130966,-3979706.4353609625,-1.1308949275268247,24,0.0,100.0,5.6
"direction,time_bucket",2,direction=LONG | time_bucket=midsession,43076,0.5677028065673537,41.38499396415637,-10705479.391279474,-1.1520634644504875,24,0.0,100.0,5.6
"direction,time_bucket",2,direction=LONG | time_bucket=morning,145985,0.6654555179549645,44.644997773743874,-27549636.50020025,-0.8411707401694413,24,0.0,100.0,7.2
"direction,time_bucket",2,direction=SHORT | time_bucket=afternoon,18885,0.6497507042832452,43.055334921895685,-2749638.601936561,-0.6298007752485066,24,4.2,95.8,7.1
"direction,time_bucket",2,direction=SHORT | time_bucket=midsession,47691,0.8505417018148681,51.13962802205867,-3361360.276261719,-0.2658851087801321,24,0.0,100.0,8.9
"direction,time_bucket",2,direction=SHORT | time_bucket=morning,168724,0.9425623683084443,53.31784452715678,-4589121.339955922,-0.09398584540561082,24,41.7,58.3,24.9
"direction,mother_size_bucket",2,direction=LONG | mother_size_bucket=<0.5%,136189,0.6013806490448831,42.803016396331564,-31121688.957674287,-1.4300456867861209,24,0.0,100.0,6.0
"direction,mother_size_bucket",2,direction=LONG | mother_size_bucket=0.5-1%,53091,0.687242110935241,44.372869224538995,-9037663.168729598,-0.6309345292026729,24,0.0,100.0,7.1
"direction,mother_size_bucket",2,direction=LONG | mother_size_bucket=1-2%,15278,0.7573688549039782,44.15499410917659,-1806709.1610453704,-0.24645073678780346,24,4.2,95.8,10.8
"direction,mother_size_bucket",2,direction=LONG | mother_size_bucket=2-3%,1877,0.7304616993768446,41.44912093766649,-219373.26113201803,-0.1884704359721219,24,16.7,83.3,12.4
"direction,mother_size_bucket",2,direction=LONG | mother_size_bucket=3%+,669,0.7797816082787641,42.89985052316891,-49387.77825940495,-0.10008259555287759,24,20.8,79.2,38.7
"direction,mother_size_bucket",2,direction=SHORT | mother_size_bucket=<0.5%,155427,0.8915387521226326,52.15310081260013,-8032243.1037532445,-0.24215581273861417,24,12.5,87.5,10.6
"direction,mother_size_bucket",2,direction=SHORT | mother_size_bucket=0.5-1%,61192,0.9313618377675266,52.30912537586613,-1946837.3787853594,-0.09740969579468259,24,25.0,75.0,26.1
"direction,mother_size_bucket",2,direction=SHORT | mother_size_bucket=1-2%,16537,0.9250213186262729,50.91612747173006,-523093.95140646247,-0.06472989696656846,24,33.3,66.7,34.0
"direction,mother_size_bucket",2,direction=SHORT | mother_size_bucket=2-3%,1727,0.7973730051819976,46.84423856398379,-139465.180630386,-0.12002912507646059,24,33.3,66.7,20.6
"direction,mother_size_bucket",2,direction=SHORT | mother_size_bucket=3%+,417,0.6185356551417782,43.645083932853716,-58480.60357874994,-0.21973574081906022,24,29.2,70.8,19.3
"direction,inside_pos_bucket",2,direction=LONG | inside_pos_bucket=lower-third,128459,0.6454180238457955,43.863800901454944,-25467760.348696973,-1.0191635346124688,24,0.0,100.0,6.4
"direction,inside_pos_bucket",2,direction=LONG | inside_pos_bucket=mid,67580,0.6300646972544662,42.935779816513765,-13792533.385658724,-1.031697575127943,24,0.0,100.0,6.0
"direction,inside_pos_bucket",2,direction=LONG | inside_pos_bucket=upper-third,11065,0.5313096623871485,38.852236782647985,-2974528.592484985,-1.0059111779725323,24,0.0,100.0,7.1
"direction,inside_pos_bucket",2,direction=SHORT | inside_pos_bucket=lower-third,191520,0.9143609045874772,52.33970342522974,-7645569.89684966,-0.15974000295960836,24,20.8,79.2,14.9
"direction,inside_pos_bucket",2,direction=SHORT | inside_pos_bucket=mid,37774,0.8695996611565155,51.24159474771006,-2344983.9110294012,-0.2681536236324931,24,12.5,87.5,10.6
"direction,inside_pos_bucket",2,direction=SHORT | inside_pos_bucket=upper-third,6006,0.7617854147445352,48.001998001998004,-709566.410275141,-0.3633213518312066,24,0.0,100.0,8.1
"direction,R_size_bucket",2,direction=LONG | R_size_bucket=<0.5%,35291,0.5766116974855415,42.019211697033235,-8632307.116519451,-1.3119098601780963,24,0.0,100.0,6.0
"direction,R_size_bucket",2,direction=LONG | R_size_bucket=0.5-1%,128043,0.616712002617576,43.301859531563615,-28153530.674756445,-1.2575397411099096,24,0.0,100.0,6.3
"direction,R_size_bucket",2,direction=LONG | R_size_bucket=1-2%,36052,0.7466033658729608,44.765893709086875,-4640789.644314864,-0.36321794883210906,24,0.0,100.0,9.9
"direction,R_size_bucket",2,direction=LONG | R_size_bucket=2-3%,5606,0.7698378897856742,42.70424545130218,-571266.3421675938,-0.22962884254312094,24,4.2,95.8,7.8
"direction,R_size_bucket",2,direction=LONG | R_size_bucket=3%+,2112,0.7100707437998095,40.48295454545455,-236928.5490823289,-0.20950013449186516,24,16.7,83.3,13.4
"direction,R_size_bucket",2,direction=SHORT | R_size_bucket=<0.5%,91782,0.8879436826430842,52.10934605914014,-4868598.8069180045,-0.253439263861728,24,8.3,91.7,9.7
"direction,R_size_bucket",2,direction=SHORT | R_size_bucket=0.5-1%,99320,0.9102394435945339,52.573499798630685,-4275097.082679692,-0.16432607700131632,24,25.0,75.0,16.4
"direction,R_size_bucket",2,direction=SHORT | R_size_bucket=1-2%,37982,0.9326927216925132,51.305881733452686,-1124004.3950345805,-0.07506612459637702,24,33.3,66.7,31.0
"direction,R_size_bucket",2,direction=SHORT | R_size_bucket=2-3%,4770,0.8655938427058927,48.65828092243187,-257311.6660955717,-0.07970568070265996,24,25.0,75.0,29.7
"direction,R_size_bucket",2,direction=SHORT | R_size_bucket=3%+,1446,0.6808485123391353,43.499308437067775,-175108.267426354,-0.18012207062963434,24,12.5,87.5,13.2
"direction,dow",2,direction=LONG | dow=Fri,40908,0.6455022716431011,43.70294318959617,-8043551.452773565,-1.220403804528971,24,0.0,100.0,7.8
"direction,dow",2,direction=LONG | dow=Mon,40756,0.6826425059784921,44.570124644224165,-6969034.539769263,-0.9821349906578224,24,0.0,100.0,7.5
"direction,dow",2,direction=LONG | dow=Sat,855,0.4365764634001769,34.152046783625735,-274972.48940700095,-4.710896244351008,3,0.0,100.0,41.2
"direction,dow",2,direction=LONG | dow=Thu,41610,0.5979799687043417,42.32876712328767,-9542320.412188033,-1.304030547887883,24,0.0,100.0,8.5
"direction,dow",2,direction=LONG | dow=Tue,41492,0.5939526100844404,42.12860310421286,-9633212.065990051,-1.2808664542798005,24,0.0,100.0,7.6
"direction,dow",2,direction=LONG | dow=Wed,41483,0.6599840331677491,43.95535520574693,-7771731.3667127695,-0.8243664374265904,24,4.2,95.8,10.0
"direction,dow",2,direction=SHORT | dow=Fri,46560,0.8486234861675264,51.05670103092783,-3404814.321849859,-0.3188371307423196,24,20.8,79.2,18.8
"direction,dow",2,direction=SHORT | dow=Mon,46333,0.8349057105345229,50.45216152634192,-3676618.7430287404,-0.3289122336868238,24,25.0,75.0,14.0
"direction,dow",2,direction=SHORT | dow=Sat,951,0.5698379600683999,41.95583596214511,-201954.62130771825,-2.408895461150713,3,0.0,100.0,49.1
"direction,dow",2,direction=SHORT | dow=Thu,47471,0.9329145370144563,53.03237766215163,-1462469.5004162863,-0.13661902746693425,24,37.5,62.5,35.4
"direction,dow",2,direction=SHORT | dow=Tue,47953,1.0073250012913775,54.205159218401356,157271.4759484774,0.013918120467499087,24,45.8,54.2,333.5
"direction,dow",2,direction=SHORT | dow=Wed,46032,0.902855526437125,51.62712895377128,-2111534.5075000753,-0.17711773854366752,24,33.3,66.7,27.8
"direction,month",2,direction=LONG | month=Apr,15440,0.7753693870347935,47.182642487046635,-1780292.4541118732,-0.7091940508609129,2,0.0,100.0,57.9
"direction,month",2,direction=LONG | month=Aug,18419,0.6323164299236523,43.00993539280091,-3797748.1961041703,-1.2557727290658864,2,0.0,100.0,50.4
"direction,month",2,direction=LONG | month=Dec,18584,0.5833899304799252,41.95006457167456,-4449985.016514565,-1.3363979968121305,2,0.0,100.0,58.8
"direction,month",2,direction=LONG | month=Feb,16047,0.6199187846867006,42.56247273633701,-3460243.9518101728,-1.2158975675987413,2,0.0,100.0,53.0
"direction,month",2,direction=LONG | month=Jan,16847,0.586793505389473,42.23897429809462,-3952387.2626984823,-1.3295348648480299,2,0.0,100.0,50.4
"direction,month",2,direction=LONG | month=Jul,18369,0.6459316242433867,43.81294572377375,-3589125.4115191377,-1.7077465965777308,2,0.0,100.0,55.9
"direction,month",2,direction=LONG | month=Jun,17120,0.678817399203402,44.18224299065421,-2996692.568862905,-0.6845450593447255,2,0.0,100.0,62.2
"direction,month",2,direction=LONG | month=Mar,15066,0.6265921012184313,42.81162883313421,-3184061.5005855663,-1.1398933032736398,2,0.0,100.0,53.2
"direction,month",2,direction=LONG | month=May,17015,0.6468578796487854,43.60858066411989,-3285611.639499406,-1.2284701073466453,2,0.0,100.0,57.2
"direction,month",2,direction=LONG | month=Nov,17220,0.6057597964461867,42.39256678281069,-3865435.2065815027,-1.2501633540190915,2,0.0,100.0,56.0
"direction,month",2,direction=LONG | month=Oct,19439,0.635007769053746,43.844847986007515,-3927650.148724135,-0.8081239024358422,2,0.0,100.0,55.3
"direction,month",2,direction=LONG | month=Sep,17538,0.6049033783497462,42.23970806249287,-3945588.9698287644,-1.5264960090962345,2,0.0,100.0,51.6
"direction,month",2,direction=SHORT | month=Apr,16115,0.7383513192612676,48.122866894197955,-2130864.130290784,-0.7908892350105575,2,0.0,100.0,62.6
"direction,month",2,direction=SHORT | month=Aug,21035,0.9084559675731816,51.94675540765391,-908455.4870094836,-0.17799177199366223,2,0.0,100.0,75.2
"direction,month",2,direction=SHORT | month=Dec,21557,0.8671584466570644,51.37542329637704,-1365355.8909692701,-0.25426470925160505,2,50.0,50.0,101.3
"direction,month",2,direction=SHORT | month=Feb,18917,1.009128474838002,54.18406724110588,76867.86526015069,0.018393898634507987,2,50.0,50.0,741.7
"direction,month",2,direction=SHORT | month=Jan,19285,0.9985570364923735,54.156079854809434,-12336.111980064481,-0.003258489394851547,2,50.0,50.0,1453.2
"direction,month",2,direction=SHORT | month=Jul,20668,0.872342478511569,51.38862008902652,-1251826.9790124441,-0.32373021197823965,2,0.0,100.0,79.5
"direction,month",2,direction=SHORT | month=Jun,18182,0.8393126346012053,50.467495325046755,-1404260.0059522027,-0.3073926405928583,2,0.0,100.0,55.5
"direction,month",2,direction=SHORT | month=Mar,18279,1.0742690499287713,55.34766672137425,593853.5246568696,0.11993677479055596,2,100.0,0.0,78.4
"direction,month",2,direction=SHORT | month=May,20119,0.8837306605720764,51.35941150156569,-1095705.441851574,-0.23585818519461324,2,0.0,100.0,53.7
"direction,month",2,direction=SHORT | month=Nov,19053,0.8054660677056924,50.11284312181809,-1814269.8836778565,-0.4622686521884058,2,0.0,100.0,75.2
"direction,month",2,direction=SHORT | month=Oct,21186,0.9340867281019593,52.86509959407155,-655711.01089966,-0.09817047933281363,2,0.0,100.0,75.8
"direction,month",2,direction=SHORT | month=Sep,20904,0.9244001883876062,52.7841561423651,-732056.6664278827,-0.13988513484240017,2,0.0,100.0,68.4
"direction,quarter",2,direction=LONG | quarter=Q1,47960,0.6103606288116405,42.52710592160133,-10596692.715094224,-1.2371934444633044,6,0.0,100.0,18.8
"direction,quarter",2,direction=LONG | quarter=Q2,49575,0.6964331381948113,44.91981845688351,-8062596.662474184,-0.8110403375466787,6,0.0,100.0,23.3
"direction,quarter",2,direction=LONG | quarter=Q3,54326,0.6278588413333486,43.03280197327247,-11332462.577452075,-1.4601972235712,6,0.0,100.0,18.0
"direction,quarter",2,direction=LONG | quarter=Q4,55243,0.6081854009444577,42.75473815687055,-12243070.371820202,-1.0752908019554097,6,0.0,100.0,21.4
"direction,quarter",2,direction=SHORT | quarter=Q1,56481,1.0263714924301774,54.551087976487665,658385.2779369559,0.05079054035374809,6,66.7,33.3,86.6
"direction,quarter",2,direction=SHORT | quarter=Q2,54416,0.8239691909388688,50.10291090855631,-4630829.578094561,-0.38255410132678164,6,0.0,100.0,28.8
"direction,quarter",2,direction=SHORT | quarter=Q3,62607,0.9016650969526717,52.04210391809223,-2892339.1324498104,-0.20299854582701116,6,0.0,100.0,34.4
"direction,quarter",2,direction=SHORT | quarter=Q4,61796,0.8702191303805463,51.496860638229016,-3835336.7855467866,-0.23743974403111198,6,16.7,83.3,36.1
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=09:00,59696,0.6818519962370247,44.75844277673546,-10527613.925183304,-0.6150753182529141,24,0.0,100.0,7.5
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=10:00,66348,0.663901124649822,44.79713028275155,-12692775.894187113,-0.7163601840868482,24,0.0,100.0,6.5
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=11:00,35215,0.6015312285119685,42.853897486866394,-8173009.233394872,-0.8793906467217955,24,0.0,100.0,7.4
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=12:00,20528,0.5636583711156977,41.26558846453624,-5148840.765640764,-0.9824663041206355,24,0.0,100.0,5.6
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=13:00,13654,0.5561440886050246,40.310531712318735,-3256154.7414388005,-0.9271558216340233,24,0.0,100.0,5.2
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=14:00,9645,0.5349955650615554,37.51166407465008,-2004695.9804784486,-0.8618737159933452,24,0.0,100.0,6.0
"direction,entry_hour_bucket",2,direction=LONG | entry_hour_bucket=15:00,2018,0.32676993808568744,26.610505450941524,-431731.7865173773,-0.8437430980138885,24,0.0,100.0,7.6
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=09:00,73039,0.9905435484680041,54.13409274497186,-314791.66267232026,-0.011019604489073583,24,45.8,54.2,214.3
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=10:00,74466,0.9098768353929371,52.740848172320256,-3276249.9278101,-0.13120286062093642,24,33.3,66.7,22.1
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=11:00,37668,0.9008131229484092,52.57247531060847,-1787337.0710966324,-0.1577991456002409,24,12.5,87.5,11.1
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=12:00,23221,0.8516685264728028,51.17350673958917,-1617211.2605635014,-0.22913449202397318,24,12.5,87.5,11.7
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=13:00,14529,0.7313984128755546,47.29162364925322,-1825235.3926270828,-0.3671388162822462,24,4.2,95.8,6.8
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=14:00,10956,0.6252198492743821,42.04089083607156,-1685024.5787735465,-0.6144738541691795,24,4.2,95.8,8.3
"direction,entry_hour_bucket",2,direction=SHORT | entry_hour_bucket=15:00,1421,0.4924306064037604,35.467980295566505,-194270.32461101902,-0.43481562149147446,24,8.3,91.7,8.1
"cap_segment,time_bucket",2,cap_segment=large_cap | time_bucket=afternoon,9771,0.6431110385246976,41.56176440487156,-1376286.551163397,-0.7122897567885755,24,0.0,100.0,7.2
"cap_segment,time_bucket",2,cap_segment=large_cap | time_bucket=midsession,26329,0.7390687202518968,47.54073455125527,-3417923.501594495,-0.8291327875401769,24,0.0,100.0,6.2
"cap_segment,time_bucket",2,cap_segment=large_cap | time_bucket=morning,95389,0.8146508030863288,49.947058885196405,-8992379.896991992,-0.7901358449879222,24,0.0,100.0,9.4
"cap_segment,time_bucket",2,cap_segment=mid_cap | time_bucket=afternoon,11683,0.6090122686153743,40.87135153642044,-1984033.1769466195,-0.9409274738984672,24,0.0,100.0,7.3
"cap_segment,time_bucket",2,cap_segment=mid_cap | time_bucket=midsession,28893,0.7180569915395691,47.14636763229848,-4209126.013488764,-0.9753801227203995,24,0.0,100.0,5.6
"cap_segment,time_bucket",2,cap_segment=mid_cap | time_bucket=morning,99189,0.8111198144814303,49.53875933823307,-9620909.68905654,-0.7637943148673799,24,0.0,100.0,9.1
"cap_segment,time_bucket",2,cap_segment=small_cap | time_bucket=afternoon,15474,0.535994924284353,38.483908491663435,-3369025.309187507,-1.2925763161935708,24,0.0,100.0,6.1
"cap_segment,time_bucket",2,cap_segment=small_cap | time_bucket=midsession,35545,0.6650568581651698,45.229990153326774,-6439790.152457934,-1.2520371284509508,24,0.0,100.0,6.1
"cap_segment,time_bucket",2,cap_segment=small_cap | time_bucket=morning,120131,0.7846081472202299,48.575305291723204,-13525468.254107637,-0.813123529081561,24,4.2,95.8,9.7
"cap_segment,mother_size_bucket",2,cap_segment=large_cap | mother_size_bucket=<0.5%,99577,0.768702131816893,48.62669090251765,-11611553.708400879,-1.236268091948977,24,0.0,100.0,6.3
"cap_segment,mother_size_bucket",2,cap_segment=large_cap | mother_size_bucket=0.5-1%,26032,0.8475715477286696,49.57744314689613,-1938503.7167405216,-0.3952689423619729,24,4.2,95.8,11.6
"cap_segment,mother_size_bucket",2,cap_segment=large_cap | mother_size_bucket=1-2%,5248,0.9193536209301012,49.63795731707317,-185061.01369714507,-0.08935749410490398,24,29.2,70.8,26.1
"cap_segment,mother_size_bucket",2,cap_segment=large_cap | mother_size_bucket=2-3%,468,0.8257358877925649,45.72649572649573,-33927.647318124116,-0.10833401827799324,24,50.0,50.0,33.8
"cap_segment,mother_size_bucket",2,cap_segment=large_cap | mother_size_bucket=3%+,164,0.7195496037899476,46.34146341463415,-17543.863593212103,-0.18188918357355371,24,25.0,75.0,19.3
"cap_segment,mother_size_bucket",2,cap_segment=mid_cap | mother_size_bucket=<0.5%,91253,0.7529655547016704,48.17266281656494,-11716282.795700891,-1.2849649361970006,24,0.0,100.0,7.1
"cap_segment,mother_size_bucket",2,cap_segment=mid_cap | mother_size_bucket=0.5-1%,37179,0.8184181892528366,48.890502703138864,-3362660.1356374603,-0.5169242622302628,24,0.0,100.0,11.4
"cap_segment,mother_size_bucket",2,cap_segment=mid_cap | mother_size_bucket=1-2%,10043,0.8615409039109532,48.093199243254006,-620396.395885105,-0.2122000075131287,24,16.7,83.3,15.2
"cap_segment,mother_size_bucket",2,cap_segment=mid_cap | mother_size_bucket=2-3%,1004,0.7842805584890962,44.820717131474105,-88843.03224664181,-0.17317638989164194,24,16.7,83.3,16.9
"cap_segment,mother_size_bucket",2,cap_segment=mid_cap | mother_size_bucket=3%+,286,0.743655839064467,41.25874125874126,-25886.52002182376,-0.1205591229143955,24,41.7,58.3,49.0
"cap_segment,mother_size_bucket",2,cap_segment=small_cap | mother_size_bucket=<0.5%,100786,0.7096160268499372,46.606671561526404,-15826095.557325765,-1.4245328684565384,24,0.0,100.0,7.0
"cap_segment,mother_size_bucket",2,cap_segment=small_cap | mother_size_bucket=0.5-1%,51072,0.7816140487008063,47.94016290726817,-5683336.6951369755,-0.720655025297685,24,0.0,100.0,10.7
"cap_segment,mother_size_bucket",2,cap_segment=small_cap | mother_size_bucket=1-2%,16524,0.800672617689867,46.786492374727665,-1524345.7028695825,-0.38257891331149335,24,4.2,95.8,13.8
"cap_segment,mother_size_bucket",2,cap_segment=small_cap | mother_size_bucket=2-3%,2132,0.7364239559151928,43.292682926829265,-236067.7621976381,-0.23374221078699475,24,8.3,91.7,13.5
"cap_segment,mother_size_bucket",2,cap_segment=small_cap | mother_size_bucket=3%+,636,0.6989347632006394,43.23899371069182,-64437.99822311904,-0.1873257888022884,24,25.0,75.0,16.2
"cap_segment,inside_pos_bucket",2,cap_segment=large_cap | inside_pos_bucket=lower-third,102840,0.799125260639795,49.19972773239984,-10268253.034917373,-0.861817289336829,24,0.0,100.0,7.4
"cap_segment,inside_pos_bucket",2,cap_segment=large_cap | inside_pos_bucket=mid,26889,0.7544151899400245,47.65145598571907,-3321947.679643095,-0.8189193509493852,24,0.0,100.0,6.8
