dims,k,cell,n,pf,wr,net,sharpe,n_months,win_mo_pct,lose_mo_pct,top_mo_pct
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S75-80 | R_size_bucket=2-3% | month=Jan,261,1.2221561745443996,55.55555555555556,16335.408531877973,0.13300207289234056,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,dow",3,cap_segment=small_cap | rsi_severity_fine=S85+ | dow=Tue,504,1.2221461056637424,55.158730158730165,37402.070018622966,0.1824897944782762,13,69.2,30.8,51.7
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L20-25 | R_size_bucket=1-2% | month=Jun,805,1.2193876234579375,52.298136645962735,51983.141676700274,0.10107064280300337,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,dow",3,cap_segment=mid_cap | R_size_bucket=3%+ | dow=Fri,356,1.21937455139298,55.61797752808989,15243.262235642018,0.18550363833459302,13,69.2,30.8,46.3
"tod_bucket,dow,month",3,tod_bucket=afternoon | dow=Thu | month=Jun,384,1.2189118889263522,47.39583333333333,18264.283063954805,0.2678010863133627,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,month",3,rsi_severity=deep | R_size_bucket=3%+ | month=Jan,334,1.2184087772977565,56.58682634730538,19226.080206663137,0.2087786994225935,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L20-25 | R_size_bucket=3%+ | quarter=Q4,268,1.2183629164305576,52.98507462686567,12265.410309888708,0.07157516228576831,3,100.0,0.0,47.7
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Thu | month=Jan,647,1.2182668048402723,55.02318392581144,48096.04894416207,0.23078801098369428,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S85+ | dow=Thu | quarter=Q1,337,1.2173624025608676,54.59940652818991,24426.73509092704,0.20825566790895783,3,100.0,0.0,52.7
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=3%+ | month=Jul,308,1.2171913691538183,55.1948051948052,15743.92281002946,0.30715173210714664,1,100.0,0.0,100.0
"direction,tod_bucket,month",3,direction=long | tod_bucket=morning | month=Jun,1570,1.217145021059299,54.14012738853503,101575.9100567651,0.09874466660426783,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,quarter",3,cap_segment=mid_cap | R_size_bucket=3%+ | quarter=Q3,419,1.2169413553138286,56.56324582338902,18673.531266285987,0.17228921975389103,4,100.0,0.0,46.5
"direction,cap_segment,month",3,direction=short | cap_segment=small_cap | month=Sep,2344,1.2165432511667715,57.508532423208194,158488.83010914593,0.39496971433146394,2,100.0,0.0,65.8
"cap_segment,R_size_bucket,quarter",3,cap_segment=small_cap | R_size_bucket=3%+ | quarter=Q3,887,1.2157047938940342,55.80608793686584,44376.157807870884,0.23292787002007403,4,100.0,0.0,50.1
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S80-85 | month=Nov,294,1.2155957366534373,56.4625850340136,20127.31629920809,0.22340809126515873,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=2-3% | dow=Fri | quarter=Q4,631,1.2155383482646742,53.88272583201268,35049.67576674768,0.20272462873533406,3,66.7,33.3,96.8
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S75-80 | R_size_bucket=3%+ | quarter=Q3,428,1.2151927087926857,59.57943925233645,18945.106740399908,0.1532419653966934,4,75.0,25.0,69.6
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=morning | rsi_severity_fine=L<15 | month=Jun,148,1.2144678352109104,54.054054054054056,8725.500558896805,0.11417513726721389,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Fri | month=Dec,824,1.2142742674358198,53.15533980582524,71146.41114229543,0.09565849533667284,1,100.0,0.0,100.0
"direction,dow,quarter",3,direction=short | dow=Fri | quarter=Q1,1790,1.2140847493654654,57.877094972067034,135898.3714400678,0.22873210079852696,3,66.7,33.3,112.5
"R_size_bucket,dow",2,R_size_bucket=3%+ | dow=Thu,1107,1.2133975834269901,54.65221318879856,54037.46228826551,0.239505564956111,13,69.2,30.8,48.5
"R_size_bucket,dow,confirmation_lag_min",3,R_size_bucket=3%+ | dow=Thu | confirmation_lag_min=<=15,1107,1.2133975834269901,54.65221318879856,54037.46228826551,0.239505564956111,13,69.2,30.8,48.5
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S75-80 | dow=Fri | quarter=Q3,1083,1.2132365735428872,57.340720221606645,75336.40926086211,0.33714169740118466,4,75.0,25.0,64.5
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Fri | quarter=Q2,415,1.212327749031157,53.25301204819277,15146.00872149125,0.23253655586313482,3,66.7,33.3,83.5
"cap_segment,tod_bucket,rsi_severity_fine",3,cap_segment=small_cap | tod_bucket=mid | rsi_severity_fine=S85+,311,1.2119897154709347,54.340836012861736,19716.74891813252,0.10781453802288424,13,61.5,38.5,32.2
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L15-20 | dow=Fri | quarter=Q4,706,1.2112900554791488,55.80736543909348,50939.03582122995,0.12870874025157758,3,66.7,33.3,121.9
"tod_bucket,rsi_severity_fine,R_size_bucket",3,tod_bucket=mid | rsi_severity_fine=L20-25 | R_size_bucket=2-3%,205,1.2107409494355172,55.1219512195122,11782.720629897056,0.08369453259134436,13,61.5,38.5,65.7
"tod_bucket,rsi_severity_fine,dow",3,tod_bucket=morning | rsi_severity_fine=L<15 | dow=Wed,784,1.2099288363696898,52.423469387755105,63973.29725619982,0.05147132021103146,13,38.5,61.5,231.4
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Fri | quarter=Q1,271,1.2097611761363822,56.457564575645755,13521.381184607022,0.25076355799045785,3,66.7,33.3,89.7
"tod_bucket,R_size_bucket,dow",3,tod_bucket=morning | R_size_bucket=3%+ | dow=Fri,1024,1.2093169856148864,55.6640625,46026.68259655655,0.23970485868449792,13,69.2,30.8,21.7
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Mon | month=Aug,367,1.2084346121888179,58.03814713896458,24568.22485048532,0.5624900648873475,1,100.0,0.0,100.0
"R_size_bucket,dow",2,R_size_bucket=3%+ | dow=Fri,1203,1.2082858879339042,55.86034912718204,52753.80354218332,0.2504793796184555,13,69.2,30.8,24.0
"R_size_bucket,dow,confirmation_lag_min",3,R_size_bucket=3%+ | dow=Fri | confirmation_lag_min=<=15,1203,1.2082858879339042,55.86034912718204,52753.80354218332,0.2504793796184555,13,69.2,30.8,24.0
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=3%+ | month=Oct,538,1.2082383835903419,54.646840148698885,27393.913014741185,0.14426427572892625,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,dow",3,cap_segment=small_cap | R_size_bucket=3%+ | dow=Thu,611,1.2080248191271927,54.50081833060556,30556.804119249493,0.2098978381019296,13,61.5,38.5,58.0
"rsi_severity_fine,month",2,rsi_severity_fine=S85+ | month=Jan,370,1.2074100853812542,58.91891891891892,25273.583581001934,0.17112381215045502,1,100.0,0.0,100.0
"direction,rsi_severity_fine,month",3,direction=short | rsi_severity_fine=S85+ | month=Jan,370,1.2074100853812542,58.91891891891892,25273.583581001934,0.17112381215045502,1,100.0,0.0,100.0
"rsi_severity,rsi_severity_fine,month",3,rsi_severity=deep | rsi_severity_fine=S85+ | month=Jan,370,1.2074100853812542,58.91891891891892,25273.583581001934,0.17112381215045502,1,100.0,0.0,100.0
"rsi_severity_fine,month,quarter",3,rsi_severity_fine=S85+ | month=Jan | quarter=Q1,370,1.2074100853812542,58.91891891891892,25273.583581001934,0.17112381215045502,1,100.0,0.0,100.0
"rsi_severity_fine,month,confirmation_lag_min",3,rsi_severity_fine=S85+ | month=Jan | confirmation_lag_min=<=15,370,1.2074100853812542,58.91891891891892,25273.583581001934,0.17112381215045502,1,100.0,0.0,100.0
"direction,dow,month",3,direction=short | dow=Tue | month=Jun,969,1.2070071074733368,59.133126934984524,67842.20740288701,0.4251790316694482,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=3%+ | month=Nov,347,1.206781765006264,55.3314121037464,17627.969075575216,0.25270620743037686,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Fri | quarter=Q4,242,1.2066541534151636,55.78512396694215,11160.791520898118,0.25297456011066743,3,66.7,33.3,105.1
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S80-85 | dow=Fri | month=Mar,224,1.2063189805379657,53.57142857142857,17781.35748023952,0.9352478564057018,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,month",3,cap_segment=mid_cap | R_size_bucket=3%+ | month=Feb,162,1.2063189203364488,53.70370370370371,8494.49412232226,0.1481935239329838,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,dow",3,tod_bucket=morning | rsi_severity_fine=S75-80 | dow=Thu,3803,1.2061521498020085,56.6394951354194,267882.95753967564,0.1890829522718077,13,61.5,38.5,39.8
"cap_segment,dow,month",3,cap_segment=mid_cap | dow=Thu | month=Jan,421,1.20493782631436,53.20665083135392,29509.08908504655,0.26679540008205976,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S75-80 | dow=Thu | quarter=Q3,1265,1.2047107010017244,56.126482213438734,77679.0659477197,0.350187376663762,4,50.0,50.0,71.9
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=2-3% | month=Jun,330,1.2045587427764812,49.09090909090909,12420.879956404133,0.1421955265064543,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Thu | month=Mar,212,1.2041925167363212,54.24528301886793,15524.575818884998,0.13328504354100945,1,100.0,0.0,100.0
R_size_bucket,1,R_size_bucket=3%+,6292,1.2037823432285994,55.86458995549904,281761.22969072894,0.12450972169278593,13,100.0,0.0,38.3
"R_size_bucket,confirmation_lag_min",2,R_size_bucket=3%+ | confirmation_lag_min=<=15,6292,1.2037823432285994,55.86458995549904,281761.22969072894,0.12450972169278593,13,100.0,0.0,38.3
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Fri | quarter=Q3,275,1.2036337806237827,59.27272727272728,12925.622115186932,0.2606322645960426,4,75.0,25.0,48.9
"direction,dow,quarter",3,direction=short | dow=Fri | quarter=Q3,1888,1.2031127164782232,57.41525423728814,126657.2332206359,0.3941128277050961,4,75.0,25.0,58.2
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=2-3% | month=Dec,729,1.202249515397136,53.635116598079556,41479.452949076025,0.41638772518326983,1,100.0,0.0,100.0
"R_size_bucket,dow",2,R_size_bucket=3%+ | dow=Mon,1744,1.201686136961652,57.62614678899083,71925.14417826367,0.08160415810521461,13,46.2,53.8,168.2
"R_size_bucket,dow,confirmation_lag_min",3,R_size_bucket=3%+ | dow=Mon | confirmation_lag_min=<=15,1744,1.201686136961652,57.62614678899083,71925.14417826367,0.08160415810521461,13,46.2,53.8,168.2
"direction,R_size_bucket,quarter",3,direction=short | R_size_bucket=3%+ | quarter=Q1,858,1.2013376719717512,57.80885780885781,42985.64339104442,0.180658475833521,3,100.0,0.0,56.8
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S80-85 | dow=Thu | month=Jan,263,1.2006101756435756,56.65399239543726,18922.145543371844,0.17166146080220204,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=mid_cap | rsi_severity_fine=L15-20 | month=Dec,238,1.2005992403636716,54.20168067226891,17417.87771393616,0.10874449677617536,1,100.0,0.0,100.0
"cap_segment,tod_bucket,rsi_severity_fine",3,cap_segment=small_cap | tod_bucket=morning | rsi_severity_fine=S85+,2052,1.2000910201724373,56.33528265107213,140492.75447705755,0.16726336450256726,13,76.9,23.1,21.1
