dims,k,cell,n,pf,wr,net,sharpe,n_months,win_mo_pct,lose_mo_pct,top_mo_pct
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Mon | month=Apr,477,6.943131933411324,78.82599580712788,120959.10646450837,0.645620128589215,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L<15 | dow=Wed | month=Feb,184,6.629095664101193,82.06521739130434,144115.32806149576,0.5805212423092854,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Wed | month=Feb,291,6.415627702748437,83.16151202749141,230660.19033321243,0.5663098962483021,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | month=Apr,217,6.041980066228366,79.26267281105991,51553.41119957353,0.29113343440882566,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Wed | month=Feb,798,5.8796683482461995,81.32832080200501,600833.0317690785,0.5642079847825896,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L<15 | R_size_bucket=3%+ | month=Apr,158,5.418662615757421,75.9493670886076,41239.73231891844,0.30862652181062183,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Wed | month=Feb,323,5.114891910152829,79.25696594427245,226057.51337437032,0.5521520239977399,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Fri | month=Feb,195,5.068581575555497,80.0,106462.44967251277,0.5675737460729418,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=3%+ | month=Apr,519,4.674648921382583,74.75915221579962,113916.2147171179,0.2386503052644524,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Wed | month=Oct,118,4.195659921251652,70.33898305084746,41003.933394943946,0.5892336871135548,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,month",3,cap_segment=large_cap | R_size_bucket=3%+ | month=Apr,186,4.085312607993492,70.43010752688173,41037.26619168834,0.3057493383152052,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Wed | month=May,168,4.026961311684918,73.21428571428571,84106.97466017838,0.4901600712533627,1,100.0,0.0,100.0
"direction,dow,month",3,direction=short | dow=Fri | month=Feb,329,3.9904761442133734,78.11550151975683,152928.52179459963,0.5862847829639029,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L<15 | dow=Mon | month=Apr,340,3.903012836709809,78.82352941176471,133707.12772358966,0.5734144930708877,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=afternoon | dow=Thu | month=Aug,204,3.7689014540298813,70.09803921568627,93613.4552256692,0.3957732617401688,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Mon | month=Apr,1099,3.589666383909417,77.34303912647862,394649.22186887334,0.6453947474620146,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Wed | month=May,599,3.579436435705988,72.95492487479132,260727.61160153372,0.5007668052637532,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Mon | month=Jun,133,3.5559148714559408,69.92481203007519,55004.4658630209,0.555937445602266,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Mon | month=Apr,433,3.5084902543288328,78.29099307159353,153116.7968870245,0.6168130200487035,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Mon | month=Apr,326,3.380440240899377,74.5398773006135,107825.29725825923,0.8279458100714032,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Wed | month=May,366,3.370111759212048,72.6775956284153,148343.78046100872,0.5178715799848445,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L<15 | dow=Mon | quarter=Q2,403,3.296893329838841,75.43424317617865,144853.42533175537,0.31279087048374354,3,100.0,0.0,92.3
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L15-20 | dow=Mon | quarter=Q2,599,3.2374263988926,74.95826377295492,208770.89798459606,0.42636340234185616,3,100.0,0.0,73.3
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | quarter=Q2,318,3.2048889041579485,70.75471698113208,54793.64139207713,0.1751471623538888,3,66.7,33.3,94.1
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Mon | month=Apr,249,3.1173829032790166,73.89558232931726,90220.41649103606,0.5227592857421708,1,100.0,0.0,100.0
"direction,dow,quarter",3,direction=long | dow=Mon | quarter=Q2,1785,3.0669702471389213,72.54901960784314,617406.6853649965,0.4606435283005056,3,100.0,0.0,63.9
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Wed | month=Feb,686,3.006420812914314,71.42857142857143,339655.2392014696,0.4888820995997554,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Wed | month=Feb,548,2.924532858470859,69.34306569343066,248591.0231855121,0.5646434295694869,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L<15 | R_size_bucket=3%+ | quarter=Q2,208,2.917106344306023,68.26923076923077,39664.80807797819,0.15817363858479802,3,33.3,66.7,104.0
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Wed | month=Feb,260,2.9161187030923363,70.0,115538.36275624706,0.4752453112609675,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L20-25 | dow=Mon | quarter=Q2,783,2.853343123323467,69.22094508301406,263782.36204864515,0.5134773735433281,3,100.0,0.0,47.5
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L20-25 | R_size_bucket=3%+ | month=Apr,144,2.845993655790075,66.66666666666666,21123.07119862592,0.2699019363620218,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,month",3,rsi_severity=deep | R_size_bucket=3%+ | month=Apr,530,2.8285322418670757,70.94339622641509,99813.44519462294,0.24541921097315558,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Mon | month=Jun,336,2.8096556954405556,67.26190476190477,125311.35884673096,0.42234598517229643,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Mon | month=Jun,510,2.769641036936866,66.66666666666666,184056.35252804926,0.4615478007388332,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Wed | month=Oct,142,2.765843036069114,69.01408450704226,31688.416482712735,0.5876110566016058,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Wed | month=Oct,452,2.730546840783865,66.3716814159292,130176.65391001497,0.5166337397785418,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L<15 | dow=Tue | month=Jan,170,2.722634018078983,68.23529411764706,73800.00919157421,0.7029835264203653,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Wed | month=Feb,401,2.7090289182778893,70.07481296758104,169398.37137217404,0.45890170318269,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L<15 | dow=Wed | quarter=Q1,274,2.6978826530476905,67.51824817518248,124290.0133057089,0.24568300096600984,3,33.3,66.7,116.0
"tod_bucket,rsi_severity,dow",3,tod_bucket=morning | rsi_severity=deep | dow=Sat,126,2.672861411573998,72.22222222222221,56482.06105540399,0.0,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Wed | month=Feb,1271,2.65183063737242,69.23682140047207,548165.646763601,0.4931395531407425,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,month",3,cap_segment=mid_cap | R_size_bucket=3%+ | month=Apr,256,2.626836051410441,67.578125,41059.21015213716,0.19929978102879087,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Wed | month=Feb,804,2.5993575475494173,68.78109452736318,342125.722662427,0.46751173899766485,1,100.0,0.0,100.0
"direction,R_size_bucket,quarter",3,direction=long | R_size_bucket=3%+ | quarter=Q2,884,2.554443944037562,65.04524886877829,133728.59817923835,0.15324028913260695,3,100.0,0.0,85.2
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L15-20 | R_size_bucket=2-3% | month=May,164,2.5462136343504804,62.19512195121951,39978.61650276625,0.31839654144484314,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,R_size_bucket",3,cap_segment=large_cap | rsi_severity_fine=L<15 | R_size_bucket=3%+,139,2.5347840504243884,68.34532374100719,28542.939432497053,0.3144594451237351,13,76.9,23.1,32.8
"direction,cap_segment,dow",3,direction=short | cap_segment=large_cap | dow=Sat,104,2.5223663502342477,68.26923076923077,43476.365675590845,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Thu | month=Sep,149,2.487555696265959,63.758389261744966,33082.1080044736,0.7330967825039448,2,100.0,0.0,79.3
"dow,month",2,dow=Wed | month=Feb,1402,2.452177680637884,67.76034236804564,545527.3987949435,0.47935310725437147,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Wed | month=Feb | quarter=Q1,1402,2.452177680637884,67.76034236804564,545527.3987949435,0.47935310725437147,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Wed | month=Feb | confirmation_lag_min=<=15,1402,2.452177680637884,67.76034236804564,545527.3987949435,0.47935310725437147,1,100.0,0.0,100.0
"cap_segment,dow",2,cap_segment=large_cap | dow=Sat,137,2.4455786414797647,67.88321167883211,51005.497605835706,0.0,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Sat | month=Feb,137,2.4455786414797647,67.88321167883211,51005.497605835706,0.0,1,100.0,0.0,100.0
"cap_segment,dow,quarter",3,cap_segment=large_cap | dow=Sat | quarter=Q1,137,2.4455786414797647,67.88321167883211,51005.497605835706,0.0,1,100.0,0.0,100.0
"cap_segment,dow,confirmation_lag_min",3,cap_segment=large_cap | dow=Sat | confirmation_lag_min=<=15,137,2.4455786414797647,67.88321167883211,51005.497605835706,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Mon | month=Apr,920,2.435214371226086,73.26086956521739,255199.8460030853,0.5021920855756428,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=2-3% | month=May,493,2.40206386362687,64.3002028397566,109523.82224516201,0.28175498680679445,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,quarter",3,cap_segment=large_cap | R_size_bucket=3%+ | quarter=Q2,333,2.368728187610054,64.26426426426426,49519.93887900104,0.21405290944158767,3,100.0,0.0,82.9
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Mon | month=Apr,575,2.365306781337565,71.47826086956522,154807.85122718982,0.5735430216599384,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=3%+ | month=Apr,727,2.363897494570132,68.50068775790922,114352.84638446925,0.23187327369671987,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Tue | month=Jan,206,2.337101315776035,66.50485436893204,73043.26660739238,1.0243435144325332,1,100.0,0.0,100.0
"direction,dow,month",3,direction=short | dow=Tue | month=Jan,256,2.3247980303330267,66.796875,84472.5503666506,0.3738464002449925,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L20-25 | R_size_bucket=2-3% | month=May,268,2.321039528439885,66.04477611940298,55294.4675709833,0.28922874143428445,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Tue | month=Jan,108,2.3165894110139345,60.18518518518518,29147.73250278391,0.932272028160856,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L<15 | R_size_bucket=3%+ | dow=Mon,256,2.2849850107923437,66.015625,43263.609641766554,0.16952626633056841,13,69.2,30.8,97.3
"direction,tod_bucket,dow",3,direction=short | tod_bucket=morning | dow=Sat,263,2.270000445432884,68.8212927756654,102284.27589240798,0.0,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,R_size_bucket",3,cap_segment=large_cap | rsi_severity_fine=L15-20 | R_size_bucket=3%+,151,2.2444152228201526,63.576158940397356,23083.741771821966,0.1828306739599265,13,61.5,38.5,73.1
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Fri | month=Dec,188,2.2199955225881607,67.5531914893617,62104.83293190083,0.3294983003440765,1,100.0,0.0,100.0
"tod_bucket,dow",2,tod_bucket=morning | dow=Sat,272,2.2153310426970623,68.01470588235294,102054.5321128958,0.0,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Sat | month=Feb,272,2.2153310426970623,68.01470588235294,102054.5321128958,0.0,1,100.0,0.0,100.0
"tod_bucket,dow,quarter",3,tod_bucket=morning | dow=Sat | quarter=Q1,272,2.2153310426970623,68.01470588235294,102054.5321128958,0.0,1,100.0,0.0,100.0
"tod_bucket,dow,confirmation_lag_min",3,tod_bucket=morning | dow=Sat | confirmation_lag_min=<=15,272,2.2153310426970623,68.01470588235294,102054.5321128958,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Thu | month=Nov,369,2.204963561179379,71.27371273712737,103300.26365577131,0.875965110746866,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L20-25 | R_size_bucket=3%+ | dow=Wed,157,2.1529892518592537,63.05732484076433,27555.77586394242,0.2242773947283524,13,53.8,46.2,57.3
"cap_segment,tod_bucket,dow",3,cap_segment=small_cap | tod_bucket=morning | dow=Sat,107,2.151444695176225,69.1588785046729,35913.49098820111,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | dow=Mon,328,2.1151447971132202,66.46341463414635,46259.566147526755,0.13703244607046247,13,38.5,61.5,114.4
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Tue | month=Jan,522,2.1066108421474907,64.55938697318008,175631.195868076,0.7155952753491839,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Tue | month=Jan,498,2.1064779237242934,64.05622489959839,167529.43262201897,0.7426256599786967,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Mon | month=May,121,2.1029377812009313,60.33057851239669,30645.705943654968,0.4543922769000533,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S80-85 | R_size_bucket=3%+ | dow=Tue,205,2.1028696259314423,65.3658536585366,35881.708250429874,0.5176926933919055,13,76.9,23.1,19.5
"tod_bucket,R_size_bucket,dow",3,tod_bucket=morning | R_size_bucket=1-2% | dow=Sat,170,2.0914060257562173,66.47058823529412,64289.900914117825,0.0,1,100.0,0.0,100.0
"R_size_bucket,month",2,R_size_bucket=3%+ | month=Apr,800,2.077445616761622,66.125,107952.7936302963,0.21729834159729847,1,100.0,0.0,100.0
"R_size_bucket,month,quarter",3,R_size_bucket=3%+ | month=Apr | quarter=Q2,800,2.077445616761622,66.125,107952.7936302963,0.21729834159729847,1,100.0,0.0,100.0
"R_size_bucket,month,confirmation_lag_min",3,R_size_bucket=3%+ | month=Apr | confirmation_lag_min=<=15,800,2.077445616761622,66.125,107952.7936302963,0.21729834159729847,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Mon | quarter=Q2,742,2.0733237280566996,66.57681940700809,95082.90719500095,0.2354614266776105,3,66.7,33.3,127.2
"tod_bucket,dow,month",3,tod_bucket=afternoon | dow=Fri | month=Feb,126,2.0403186115757967,61.904761904761905,25619.712340262216,0.970975023624537,1,100.0,0.0,100.0
"direction,rsi_severity,dow",3,direction=short | rsi_severity=deep | dow=Sat,150,2.032627388669273,65.33333333333333,48543.90820476848,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Wed | month=Feb,100,2.0307198473186014,64.0,18785.031488821398,0.5225100727913463,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=mid_cap | dow=Mon | month=Apr,451,2.025862382659699,69.40133037694012,100579.07371546599,0.37513168590228413,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S75-80 | R_size_bucket=2-3% | month=Feb,249,2.021501279582527,64.2570281124498,60062.78720889568,0.3075984247021409,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S80-85 | dow=Thu | month=Nov,182,2.0155485651141913,67.03296703296702,45303.691263621135,1.1707039019288652,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Wed | month=Oct,257,2.0120736517765887,62.64591439688716,53528.70499972669,0.41790088877492493,1,100.0,0.0,100.0
"rsi_severity_fine,dow",2,rsi_severity_fine=S80-85 | dow=Sat,102,2.0037478027339493,65.68627450980392,32397.339928712663,0.0,1,100.0,0.0,100.0
"direction,rsi_severity_fine,dow",3,direction=short | rsi_severity_fine=S80-85 | dow=Sat,102,2.0037478027339493,65.68627450980392,32397.339928712663,0.0,1,100.0,0.0,100.0
"rsi_severity,rsi_severity_fine,dow",3,rsi_severity=deep | rsi_severity_fine=S80-85 | dow=Sat,102,2.0037478027339493,65.68627450980392,32397.339928712663,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S80-85 | dow=Sat | month=Feb,102,2.0037478027339493,65.68627450980392,32397.339928712663,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S80-85 | dow=Sat | quarter=Q1,102,2.0037478027339493,65.68627450980392,32397.339928712663,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,confirmation_lag_min",3,rsi_severity_fine=S80-85 | dow=Sat | confirmation_lag_min=<=15,102,2.0037478027339493,65.68627450980392,32397.339928712663,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,month",3,rsi_severity=moderate | dow=Wed | month=Feb,716,1.997551587704084,64.24581005586593,205872.15959347392,0.4641158917408204,1,100.0,0.0,100.0
"rsi_severity,dow",2,rsi_severity=deep | dow=Sat,166,1.9952353085748016,64.45783132530121,50521.21638673758,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Sat | month=Feb,166,1.9952353085748016,64.45783132530121,50521.21638673758,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,quarter",3,rsi_severity=deep | dow=Sat | quarter=Q1,166,1.9952353085748016,64.45783132530121,50521.21638673758,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,confirmation_lag_min",3,rsi_severity=deep | dow=Sat | confirmation_lag_min=<=15,166,1.9952353085748016,64.45783132530121,50521.21638673758,0.0,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,dow",3,tod_bucket=morning | rsi_severity_fine=S75-80 | dow=Sat,141,1.994054089508172,65.95744680851064,47292.057036968166,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Tue | month=Jan,167,1.973488310739944,62.874251497005986,44897.46869264346,0.3151449434524971,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L20-25 | R_size_bucket=3%+ | month=May,131,1.97287054743636,56.48854961832062,15084.164264750641,0.40988612793180335,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L20-25 | R_size_bucket=3%+ | quarter=Q2,358,1.9698979330665758,58.10055865921788,39270.148709183035,0.253252910502897,3,100.0,0.0,53.8
"direction,cap_segment,R_size_bucket",3,direction=long | cap_segment=large_cap | R_size_bucket=3%+,472,1.9614678550457791,60.16949152542372,64116.86794462539,0.15504899584135745,13,69.2,30.8,53.6
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=mid | rsi_severity_fine=L<15 | month=Sep,354,1.9458837713251187,59.32203389830508,74105.28232485348,0.3495157000617517,2,100.0,0.0,94.7
"direction,dow,month",3,direction=short | dow=Thu | month=Nov,673,1.9305896711654202,67.75631500742942,158606.7495681982,0.8736456368595893,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Mon | month=Apr,1315,1.9213753239408782,69.58174904942965,275880.29231054796,0.3870818618042615,1,100.0,0.0,100.0
"direction,cap_segment,dow",3,direction=short | cap_segment=small_cap | dow=Sat,130,1.916990373972441,65.38461538461539,34888.76597492926,0.0,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Mon | month=May,176,1.9149260829766903,59.65909090909091,38701.110968073954,0.44915966258156387,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Fri | month=Aug,206,1.9106165327446214,66.99029126213593,48599.657018218095,1.8614120722472038,1,100.0,0.0,100.0
"tod_bucket,rsi_severity,dow",3,tod_bucket=morning | rsi_severity=moderate | dow=Sat,146,1.9076576221307397,64.38356164383562,45572.47105749183,0.0,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,R_size_bucket",3,cap_segment=mid_cap | rsi_severity_fine=L15-20 | R_size_bucket=3%+,253,1.8872664767676437,65.61264822134387,34359.650271683844,0.14941368610785313,13,76.9,23.1,61.5
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L<15 | dow=Fri | quarter=Q4,281,1.882904746718613,61.20996441281139,70496.48511914042,0.3459567320237791,3,100.0,0.0,68.4
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Tue | month=Jan,992,1.8760281751679144,63.10483870967742,294379.11618169723,0.7748577664397261,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=mid_cap | dow=Wed | month=Feb,453,1.8654130778324292,63.796909492273734,127538.00423725741,0.3871814099148573,1,100.0,0.0,100.0
"cap_segment,dow",2,cap_segment=small_cap | dow=Sat,143,1.8595877999845085,64.33566433566433,35601.55372114816,0.0,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Sat | month=Feb,143,1.8595877999845085,64.33566433566433,35601.55372114816,0.0,1,100.0,0.0,100.0
"cap_segment,dow,quarter",3,cap_segment=small_cap | dow=Sat | quarter=Q1,143,1.8595877999845085,64.33566433566433,35601.55372114816,0.0,1,100.0,0.0,100.0
"cap_segment,dow,confirmation_lag_min",3,cap_segment=small_cap | dow=Sat | confirmation_lag_min=<=15,143,1.8595877999845085,64.33566433566433,35601.55372114816,0.0,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=afternoon | dow=Fri | month=Apr,108,1.8574460482988093,60.18518518518518,17579.048765351443,0.4060160062382824,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S85+ | month=Nov,174,1.856710742387821,62.643678160919535,34928.98907178849,0.603595294205643,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=short | R_size_bucket=2-3% | month=Feb,409,1.8542633653368736,63.08068459657702,90527.22689502075,0.3265157656749096,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Fri | month=Dec,856,1.853541957743103,63.3177570093458,224061.67743613492,0.4107088550797879,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S85+ | month=Feb,104,1.8390248760685328,66.34615384615384,22929.576178896572,0.39000549451826666,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L15-20 | dow=Wed | quarter=Q1,546,1.8345474906936017,62.45421245421245,159461.63562342266,0.19291648116742197,3,33.3,66.7,144.6
"R_size_bucket,dow,month",3,R_size_bucket=0.5-1% | dow=Wed | month=Feb,238,1.8300298378919193,63.4453781512605,69078.28188744806,0.5417079361000638,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | dow=Wed,113,1.8115732844403671,61.06194690265486,16084.22807266138,0.21982926477022652,13,61.5,38.5,66.1
"direction,R_size_bucket,dow",3,direction=long | R_size_bucket=3%+ | dow=Wed,362,1.8114813385840942,60.22099447513812,51667.967921003336,0.19396487912206664,13,46.2,53.8,62.2
"direction,dow,month",3,direction=short | dow=Fri | month=Aug,338,1.8001654404788963,66.5680473372781,73740.65667482036,1.192483546052272,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L15-20 | R_size_bucket=2-3% | quarter=Q2,389,1.7992979419740696,58.09768637532133,64046.01863462267,0.19463888476501162,3,100.0,0.0,62.4
"direction,dow",2,direction=short | dow=Sat,346,1.7986437885877535,61.849710982658955,92239.46198265658,0.0,1,100.0,0.0,100.0
"direction,dow,month",3,direction=short | dow=Sat | month=Feb,346,1.7986437885877535,61.849710982658955,92239.46198265658,0.0,1,100.0,0.0,100.0
"direction,dow,quarter",3,direction=short | dow=Sat | quarter=Q1,346,1.7986437885877535,61.849710982658955,92239.46198265658,0.0,1,100.0,0.0,100.0
"direction,dow,confirmation_lag_min",3,direction=short | dow=Sat | confirmation_lag_min=<=15,346,1.7986437885877535,61.849710982658955,92239.46198265658,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Thu | quarter=Q3,304,1.7946855461811682,59.539473684210535,44562.12095128412,0.566630537946441,4,75.0,25.0,58.9
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L15-20 | dow=Wed | quarter=Q2,337,1.787819849254379,59.34718100890207,72651.13659652983,0.22590786733027415,3,66.7,33.3,115.8
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S85+ | dow=Mon | month=Nov,126,1.7863876995539283,62.698412698412696,25656.60838486957,0.5476896057421506,1,100.0,0.0,100.0
dow,1,dow=Sat,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"dow,month",2,dow=Sat | month=Feb,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"dow,quarter",2,dow=Sat | quarter=Q1,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"dow,confirmation_lag_min",2,dow=Sat | confirmation_lag_min=<=15,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Sat | month=Feb | quarter=Q1,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Sat | month=Feb | confirmation_lag_min=<=15,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"dow,quarter,confirmation_lag_min",3,dow=Sat | quarter=Q1 | confirmation_lag_min=<=15,402,1.772742804235853,61.442786069651746,98987.80184760306,0.0,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,month",3,rsi_severity=deep | R_size_bucket=3%+ | month=Jun,240,1.772536138501642,63.33333333333333,29280.101023260082,0.7133307571179408,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Mon | month=Nov,395,1.766714030021576,60.0,77528.50073077544,0.8683764936893594,1,100.0,0.0,100.0
