T0_signal_date,symbol,cap_segment,side,side_total_cr,total_qty,t0_volume,vol_ratio_pct,client_names,entry_hhmm,entry_ts,entry_price,hard_sl,stop_distance,t1_target,t2_target,hit_t1,t1_exit_price,t1_exit_ts,exit_ts,exit_price,exit_reason,qty,realized_pnl,fee,net_pnl
2023-10-25,NSE:ABFRL,mid_cap,SHORT,206.8283,9733098,3012517,323.0885668031085,GRIFFIN GROWTH FUND VCC,15:00,2023-10-25 15:00:00,211.85,212.90925,1.0592499999999916,211.21445,210.79075,False,,,2023-10-25 15:25:00,211.6,time_stop,944,236.0,118.1416667408,117.8583332592
2024-08-07,NSE:ADFFOODS,small_cap,SHORT,84.59,3845000,195910,1962.6359042417437,INFINITY HOLDINGS,15:00,2024-08-07 15:00:00,222.3,223.4115,1.1114999999999782,221.6331,221.1885,True,221.6331,2024-08-07 15:05:00,2024-08-07 15:05:00,221.41055272525028,t2,899,799.6131000000022,165.2544634117814,634.3586365882209
2024-08-20,NSE:ADFFOODS,small_cap,SHORT,100.1044,4400000,1206518,364.68581488216506,INFINITY HOLDINGS,15:00,2024-08-20 15:00:00,234.9,236.07449999999997,1.1744999999999663,234.1953,233.7255,True,234.1953,2024-08-20 15:05:00,2024-08-20 15:05:00,233.9601239717979,t2,851,799.8344999999988,165.27296967449303,634.5615303255058
2024-08-28,NSE:ADFFOODS,small_cap,SHORT,47.2516,1755000,1263035,138.95101877620178,INFINITY HOLDINGS,15:00,2024-08-28 15:00:00,266.41,267.74205,1.332049999999981,265.61077,265.07795000000004,True,265.61077,2024-08-28 15:10:00,2024-08-28 15:10:00,265.34436000000005,t2,750,799.2300000000014,165.24022579261998,633.9897742073814
2024-06-19,NSE:ADVENZYMES,small_cap,SHORT,425.5499,11053245,312344,3538.8049714417434,ORBIMED ASIA III MAURITIUS LIMITED,15:00,2024-06-19 15:00:00,380.0,381.9,1.8999999999999773,378.86,378.1,True,378.86,2024-06-19 15:05:00,2024-06-19 15:10:00,379.43,breakeven_trail,526,299.8199999999964,165.29961289308,134.52038710691642
2023-11-10,NSE:APTUS,mid_cap,SHORT,213.4114,7435937,2074306,358.478305515194,PEAK XV PARTNERS INVESTMENTS VI,15:00,2023-11-10 15:00:00,298.5,299.99249999999995,1.49249999999995,297.6045,297.0075,False,,,2023-11-10 15:05:00,299.99249999999995,stop,670,-999.9749999999665,118.22803025485001,-1118.2030302548164
2024-02-28,NSE:APTUS,mid_cap,SHORT,105.2843,3205000,163236,1963.41493298047,STEADVIEW CAPITAL OPPORTUNITIES PCC,15:00,2024-02-28 15:00:00,330.4,332.05199999999996,1.6519999999999868,329.4088,328.748,True,329.4088,2024-02-28 15:15:00,2024-02-28 15:15:00,329.0778538842975,t2,605,799.8983999999937,165.27016235244957,634.6282376475441
2024-09-11,NSE:ARVINDFASN,mid_cap,SHORT,323.2381,5623000,5646784,99.57880450181908,MULTIPLES PRIVATE EQUITY FUND II LLP / PLENTY CI FUND I LIMITED / PLENTY PRIVATE EQUITY FUND I LIMITED,15:00,2024-09-11 15:00:00,582.7,585.6134999999999,2.9134999999998854,580.9519,579.7865,False,,,2024-09-11 15:15:00,585.6134999999999,stop,343,-999.3304999999607,118.18225154488299,-1117.5127515448437
2024-08-14,NSE:ASHAPURMIN,mid_cap,SHORT,117.9035,3467750,279914,1238.8626506712776,LTS INVESTMENT FUND LTD,15:00,2024-08-14 15:00:00,343.3,345.01649999999995,1.7164999999999395,342.2701,341.5835,False,,,2024-08-14 15:15:00,345.01649999999995,stop,582,-999.0029999999648,118.15898928341801,-1117.1619892833828
2024-12-11,NSE:AWFIS,small_cap,SHORT,415.7459,5856401,2698618,217.0148201783283,BISQUE LIMITED / PEAK XV PARTNERS INVESTMENTS V,15:00,2024-12-11 15:00:00,771.6,775.458,3.8579999999999472,769.2852,767.7420000000001,False,,,2024-12-11 15:05:00,775.458,stop,259,-999.2219999999863,118.174544810932,-1117.3965448109184
2023-11-23,NSE:BAJAJELEC,mid_cap,SHORT,47.1523,471052,59325,794.0193847450485,RISHAB FAMILY TRUST,15:00,2023-11-23 15:00:00,1001.1,1006.1054999999999,5.00549999999987,998.0967,996.0945,False,,,2023-11-23 15:25:00,1002.0,time_stop,199,-179.09999999999548,117.89732876139996,-296.99732876139547
2024-04-23,NSE:BIKAJI,mid_cap,SHORT,12.6748,246568,64590,381.743303917015,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,15:00,2024-04-23 15:00:00,521.75,524.35875,2.6087499999999864,520.18475,519.14125,True,520.18475,2024-04-23 15:05:00,2024-04-23 15:25:00,519.9417421671019,time_stop,383,692.5627499999897,165.2554877782735,527.3072622217162
2024-03-07,NSE:BSOFT,mid_cap,SHORT,15.6546,203544,1362870,14.934953443835436,SEB FUND 3 SEB PENSION FUND,15:00,2024-03-07 15:00:00,773.05,776.9152499999999,3.8652499999999463,770.7308499999999,769.1847499999999,True,770.7308499999999,2024-03-07 15:20:00,2024-03-07 15:25:00,770.865425,time_stop,258,563.6203499999988,165.1281620894879,398.4921879105109
2024-01-25,NSE:CAMPUS,mid_cap,SHORT,35.844,1332243,320004,416.32073349083134,SOCIETE GENERALE,15:00,2024-01-25 15:00:00,267.95,269.28974999999997,1.339749999999981,267.14615,266.61025,True,267.14615,2024-01-25 15:10:00,2024-01-25 15:15:00,266.8782,t2,746,799.5627999999971,165.26972371830317,634.2930762816939
2024-02-21,NSE:CAMPUS,mid_cap,SHORT,99.5925,4065000,24492043,16.597227107595717,QRG INVESTMENTS AND HOLDINGS LIMITED,15:00,2024-02-21 15:00:00,252.9,254.16449999999998,1.2644999999999698,252.1413,251.6355,True,252.1413,2024-02-21 15:05:00,2024-02-21 15:10:00,252.52065,breakeven_trail,790,299.68650000000184,165.268043623781,134.41845637622083
2024-04-23,NSE:CAMPUS,mid_cap,SHORT,17.2148,737249,635654,115.98275162273816,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,15:00,2024-04-23 15:00:00,235.9,237.07949999999997,1.1794999999999618,235.19230000000002,234.72050000000002,False,,,2024-04-23 15:15:00,237.07949999999997,stop,847,-999.0364999999676,118.16136878191901,-1117.1978687818867
2024-01-25,NSE:CAMS,mid_cap,SHORT,22.8085,83459,372535,22.402995691679976,SOCIETE GENERALE,15:00,2024-01-25 15:00:00,550.0,552.7499999999999,2.7499999999998863,548.35,547.25,True,548.35,2024-01-25 15:15:00,2024-01-25 15:25:00,549.1772727272728,breakeven_trail,363,298.6499999999959,165.2180849981,133.43191500189587
2024-09-23,NSE:CAPACITE,small_cap,SHORT,14.85,375000,899583,41.685981171276026,RAHUL RAMNATH KATYAL,15:00,2024-09-23 15:00:00,397.05,399.03524999999996,1.9852499999999509,395.85885,395.06475,True,395.85885,2024-09-23 15:15:00,2024-09-23 15:15:00,395.4610106361829,t2,503,799.2616500000003,165.2078115830201,634.0538384169802
2024-09-25,NSE:CAPACITE,small_cap,SHORT,14.85,375000,2609759,14.369142897869114,RAHUL RAMNATH KATYAL,15:00,2024-09-25 15:00:00,401.1,403.1055,2.0054999999999836,399.8967,399.09450000000004,True,399.8967,2024-09-25 15:15:00,2024-09-25 15:20:00,399.4956,t2,498,798.9911999999991,165.2190596127728,633.7721403872263
2024-09-27,NSE:CAPACITE,small_cap,SHORT,11.5011,283000,2137101,13.24223796629172,RAHUL RAMNATH KATYAL,15:00,2024-09-27 15:00:00,400.25,402.25124999999997,2.0012499999999704,399.04925,398.24875,True,399.04925,2024-09-27 15:20:00,2024-09-27 15:20:00,398.64819789579155,t2,499,799.2992500000137,165.2108604317545,634.0883895682591
2023-06-22,NSE:CRAFTSMAN,mid_cap,SHORT,316.8,800000,33975,2354.6725533480503,SRINIVASAN  MURALI,15:00,2023-06-22 15:00:00,4000.0,4019.9999999999995,19.999999999999545,3988.0,3980.0,True,3988.0,2023-06-22 15:15:00,2023-06-22 15:20:00,3994.0,breakeven_trail,50,300.0,165.3421782,134.6578218
2024-06-27,NSE:CSBBANK,mid_cap,SHORT,595.0415,16868645,2549999,661.5157496140195,FIH MAURITIUS INVESTMENTS LTD,15:00,2024-06-27 15:00:00,367.75,369.58874999999995,1.8387499999999477,366.64675,365.91125,True,366.64675,2024-06-27 15:15:00,2024-06-27 15:15:00,366.2783227440147,t2,543,799.120750000002,165.1979218257255,633.9228281742764
2024-09-03,NSE:CYIENTDLM,small_cap,SHORT,19.023,259753,172151,150.88672154097276,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,15:00,2024-09-03 15:00:00,728.75,732.39375,3.6437499999999545,726.56375,725.10625,True,726.56375,2024-09-03 15:20:00,2024-09-03 15:25:00,726.531875,time_stop,274,607.7662499999963,165.20700603815249,442.5592439618438
2023-10-19,NSE:DCW,small_cap,SHORT,27.9693,4972323,6395171,77.75121259462804,APMS INVESTMENT FUND LTD,15:00,2023-10-19 15:00:00,59.15,59.44574999999999,0.2957499999999911,58.97255,58.85425,True,58.97255,2023-10-19 15:05:00,2023-10-19 15:05:00,58.91338250517598,t2,3381,800.0037499999975,165.30356080102752,634.70018919897
2024-08-08,NSE:DCW,small_cap,SHORT,17.5859,2464733,16736194,14.72696241451312,LTS INVESTMENT FUND LTD,15:00,2024-08-08 15:00:00,71.04,71.3952,0.3551999999999964,70.82688,70.68480000000001,True,70.82688,2024-08-08 15:15:00,2024-08-08 15:20:00,70.9334778543517,breakeven_trail,2815,299.85984000000497,165.33423985882496,134.52560014118
2024-12-20,NSE:DIAMONDYD,small_cap,SHORT,63.2796,645677,1136233,56.826108729459534,KOTAK MAHINDRA MUTUAL FUND,15:00,2024-12-20 15:00:00,1082.0,1087.4099999999999,5.4099999999998545,1078.754,1076.59,False,,,2024-12-20 15:05:00,1087.4099999999999,stop,184,-995.4399999999732,117.90591008464001,-1113.3459100846133
2024-11-06,NSE:DODLA,mid_cap,SHORT,10.0035,85500,109901,77.79729028853241,VENKAT KRISHNA REDDY BUSIREDDY,15:00,2024-11-06 15:00:00,1159.9,1165.6995,5.799499999999853,1156.4203,1154.1005,False,,,2024-11-06 15:25:00,1165.6995,stop,172,-997.5139999999747,118.053225902284,-1115.5672259022585
2024-03-06,NSE:DOLLAR,small_cap,SHORT,24.5,500000,1438622,34.75548128695377,BAJRANG KUMAR GUPTA,15:00,2024-03-06 15:00:00,522.3,524.9114999999999,2.611499999999978,520.7330999999999,519.6885,False,,,2024-03-06 15:10:00,524.9114999999999,stop,382,-997.5929999999917,118.05883725695801,-1115.6518372569496
2024-09-13,NSE:EDELWEISS,mid_cap,SHORT,122.4996,9879000,9083987,108.75180688831898,EDELWEISS EMPLOYEES WELFARE TRUST,15:00,2024-09-13 15:00:00,125.14,125.76569999999998,0.6256999999999806,124.76458,124.5143,False,,,2024-09-13 15:25:00,125.14,time_stop,1598,0.0,118.15307554064,-118.15307554064
2024-09-16,NSE:EDELWEISS,mid_cap,SHORT,34.1,2750000,18719510,14.690555468599339,EDELWEISS EMPLOYEES WELFARE TRUST,15:00,2024-09-16 15:00:00,130.22,130.87109999999998,0.6510999999999854,129.82934,129.56889999999999,False,,,2024-09-16 15:15:00,130.87109999999998,stop,1535,-999.4384999999775,118.18992276393101,-1117.6284227639085
2024-09-25,NSE:EDELWEISS,mid_cap,SHORT,24.9924,1837000,5095711,36.049925123304675,EDELWEISS EMPLOYEES WELFARE TRUST,15:00,2024-09-25 15:00:00,134.17,134.84084999999996,0.6708499999999731,133.76748999999998,133.49915,True,133.76748999999998,2024-09-25 15:15:00,2024-09-25 15:15:00,133.63332,t2,1490,799.653200000006,165.27773637600075,634.3754636240053
2024-12-18,NSE:EDELWEISS,mid_cap,SHORT,13.726,1000000,8458458,11.822485847893315,EDELWEISS EMPLOYEES WELFARE TRUST,15:00,2024-12-18 15:00:00,134.7,135.37349999999998,0.67349999999999,134.2959,134.0265,True,134.2959,2024-12-18 15:10:00,2024-12-18 15:15:00,134.49794999999997,breakeven_trail,1484,299.84219999999976,165.30486261426682,134.53733738573294
2024-08-19,NSE:ETHOSLTD,mid_cap,SHORT,100.38,300000,49675,603.9255158530448,MAHEN DISTRIBUTION LIMITED / MASTER CAPITAL SERVICES LIMITED,15:00,2024-08-19 15:00:00,3298.55,3315.0427499999996,16.492749999999432,3288.6543500000002,3282.0572500000003,True,3288.6543500000002,2024-08-19 15:25:00,2024-08-19 15:25:00,3285.3558000000003,t2,60,791.6519999999946,164.56854526128802,627.0834547387066
2023-09-15,NSE:FIVESTAR,mid_cap,SHORT,211.3543,3018700,638329,472.9066045879162,SCHF PV MAURITIUS LIMITED,15:00,2023-09-15 15:00:00,687.9,691.3394999999999,3.4394999999999527,685.8362999999999,684.4605,True,685.8362999999999,2023-09-15 15:05:00,2023-09-15 15:05:00,685.1483999999999,t2,290,797.9639999999989,165.128013130616,632.8359868693829
2024-09-26,NSE:FIVESTAR,mid_cap,SHORT,1086.1122,13567923,22283499,60.88775824658417,PEAK XV PARTNERS INVESTMENTS V / TPG ASIA VII SF PTE LTD,15:00,2024-09-26 15:00:00,799.1,803.0954999999999,3.995499999999879,796.7027,795.1045,True,796.7027,2024-09-26 15:05:00,2024-09-26 15:10:00,795.9036000000001,t2,250,799.0999999999957,165.2287031654,633.8712968345957
2024-08-28,NSE:GMMPFAUDLR,small_cap,SHORT,557.289,4121960,6545803,62.97103655579003,ATREIDES INVESTMENTS B.V. / GERANIUM INVESTMENTS LIMITED,15:00,2024-08-28 15:00:00,1413.75,1420.81875,7.068749999999909,1409.50875,1406.68125,True,1409.50875,2024-08-28 15:10:00,2024-08-28 15:10:00,1408.0849734042554,t2,141,798.7687499999961,165.0739387586375,633.6948112413586
2024-07-11,NSE:GODREJAGRO,mid_cap,SHORT,331.7132,4146156,236013,1756.7489926402359,R K N ENTERPRISES,15:00,2024-07-11 15:00:00,809.6,813.6479999999999,4.047999999999888,807.1712,805.552,False,,,2024-07-11 15:25:00,809.6,time_stop,247,0.0,118.15218141440002,-118.15218141440002
